Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Manifold Relative Pressure (psi)
188721,14.70,14.16,51,0.35,1926,33.33,27.00,4.11,21,0.00,5.80,4.31,11,0.00,0.00,-8.85
188787,14.70,14.16,51,0.34,1931,33.33,27.00,4.12,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
188854,14.70,14.16,51,0.35,1924,33.33,27.00,4.10,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
188919,14.81,14.16,51,0.35,1920,33.33,27.00,4.09,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
188986,14.81,14.16,51,0.34,1934,33.33,27.00,4.54,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
189051,14.81,14.16,51,0.34,1952,33.33,27.00,4.17,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
189118,14.81,14.24,51,0.35,1952,33.33,27.00,4.16,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
189184,14.81,14.16,51,0.34,1954,33.33,27.00,4.17,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
189250,14.81,14.16,51,0.35,1949,33.33,27.00,4.16,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189316,14.70,14.24,51,0.35,1950,33.33,27.00,4.16,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
189382,14.70,14.24,51,0.34,1970,33.33,27.50,4.20,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189450,14.59,14.16,51,0.34,1976,33.33,27.50,4.22,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
189514,14.59,14.16,51,0.34,1974,33.33,27.50,4.21,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189581,14.59,14.24,51,0.35,1965,33.33,27.00,4.19,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189648,14.59,14.16,51,0.35,1962,33.33,27.00,4.19,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189714,14.59,14.24,51,0.35,1958,33.33,27.00,4.18,21,0.00,5.80,4.31,11,0.00,0.00,-9.00
189781,14.59,14.16,51,0.34,1982,33.33,27.50,4.23,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189846,14.70,14.24,51,0.34,1991,33.33,27.50,4.25,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189912,14.70,14.24,51,0.34,1986,33.33,27.50,4.24,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
189978,14.70,14.24,51,0.35,1968,33.33,27.50,4.20,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190044,14.59,14.16,51,0.34,1963,33.33,27.00,4.19,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190111,14.70,14.24,51,0.34,1978,33.33,27.50,4.22,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190176,14.70,14.24,51,0.34,2008,33.33,27.50,4.28,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190243,14.81,14.16,51,0.34,2003,33.33,27.50,4.27,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190309,14.70,14.16,51,0.35,1992,33.33,27.50,4.25,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190376,14.81,14.24,51,0.34,1982,33.33,27.50,4.23,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190441,14.70,14.16,51,0.34,1994,33.33,27.50,4.25,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190507,14.70,14.24,51,0.34,2010,33.33,27.50,4.29,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190573,14.70,14.24,51,0.34,2015,33.33,27.50,4.30,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190640,14.70,14.16,51,0.34,2004,33.33,27.50,4.28,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190706,14.70,14.16,51,0.34,1996,33.33,27.50,4.26,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190772,14.70,14.16,51,0.34,2001,33.33,27.50,4.30,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190839,14.70,14.16,51,0.34,2015,33.33,27.50,4.30,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190905,14.70,14.16,51,0.34,2031,33.33,27.50,4.31,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
190972,14.70,14.16,51,0.34,2019,33.33,27.50,4.29,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
191037,14.70,14.24,51,0.34,2010,33.33,27.50,4.30,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
191103,14.70,14.16,51,0.34,2014,33.33,27.50,4.32,21,0.00,5.80,4.71,11,0.00,0.00,-9.00
191169,14.59,14.24,51,0.33,2027,33.33,27.50,4.35,21,0.00,5.66,4.71,11,0.00,0.00,-9.00
191235,14.59,14.16,51,0.33,2040,33.33,27.50,4.33,21,0.00,5.66,2.35,11,0.00,0.00,-9.14
191302,14.70,14.16,51,0.22,2028,33.33,27.50,3.86,21,0.00,5.08,0.00,11,0.00,0.00,-9.14
191368,14.70,14.16,51,0.18,2009,33.33,26.00,2.98,21,0.00,4.64,0.00,11,0.00,0.00,-9.72
191435,14.47,14.16,51,0.19,1993,33.33,21.00,2.95,21,0.00,4.50,0.00,11,0.00,0.00,-10.16
191500,13.78,14.16,51,0.19,1972,33.33,19.00,0.00,21,0.00,4.35,0.00,11,0.00,0.00,-10.30
191567,13.09,14.16,51,0.19,1947,33.33,17.50,0.00,21,0.00,4.21,0.00,11,0.00,0.00,-10.45
191633,12.86,14.16,51,0.20,1890,33.33,16.50,0.00,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
191698,13.78,14.16,51,0.22,1796,33.33,15.50,0.00,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
191765,15.16,14.16,51,0.23,1712,33.33,14.00,2.42,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
191833,18.49,14.16,51,0.23,1621,33.33,13.50,2.76,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
191898,19.87,14.16,51,0.22,1619,33.33,13.00,2.76,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
191963,18.15,14.16,51,0.22,1616,33.33,13.00,2.71,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
192030,15.50,14.16,51,0.23,1586,33.33,13.00,2.66,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
192096,14.01,14.16,51,0.23,1557,33.33,13.00,2.63,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
192162,13.44,14.16,51,0.23,1541,33.33,13.00,2.59,21,0.00,4.21,0.00,11,0.00,0.00,-10.59
192228,13.44,14.16,51,0.23,1519,33.33,13.00,2.54,21,0.00,4.35,0.00,11,0.00,0.00,-10.45
192295,13.55,14.16,51,0.24,1490,33.33,13.00,2.53,21,0.00,4.35,0.00,11,0.00,0.00,-10.45
192360,13.67,14.16,51,0.24,1480,33.33,21.00,2.50,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192427,13.67,14.16,51,0.24,1468,33.33,21.00,2.49,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192493,13.67,14.16,51,0.24,1462,33.33,21.00,2.49,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192559,13.78,14.16,51,0.24,1451,33.33,21.00,2.48,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192626,13.78,14.16,52,0.24,1456,33.33,21.00,2.48,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192692,13.90,14.16,52,0.24,1444,33.33,21.00,2.46,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192757,13.90,14.16,52,0.24,1440,33.33,21.00,2.46,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192824,13.90,14.24,52,0.24,1444,33.33,20.50,2.46,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192890,14.01,14.16,52,0.24,1429,33.33,21.00,2.44,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
192955,14.01,14.16,52,0.24,1434,33.33,20.00,2.45,21,0.00,4.64,0.00,11,0.00,0.00,-10.16
193022,14.13,14.16,52,0.24,1421,33.33,21.00,2.43,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
193089,14.24,14.16,52,0.24,1428,33.33,19.50,2.44,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
193155,14.36,14.16,52,0.25,1414,33.33,20.00,2.41,21,0.00,4.50,0.00,11,0.00,0.00,-10.30
193221,14.36,14.16,52,0.25,1412,33.33,20.00,2.41,21,0.00,4.64,0.00,11,0.00,0.00,-10.16
193288,14.47,14.16,52,0.25,1398,33.33,20.50,2.39,21,0.00,4.64,0.00,11,0.00,0.00,-10.16
193354,14.47,14.16,52,0.25,1400,33.33,20.00,2.39,21,0.00,4.64,0.00,10,0.00,0.00,-10.16
193420,14.47,14.16,52,0.25,1389,33.33,20.00,2.37,21,0.00,4.64,0.00,10,0.00,0.00,-10.16
193486,14.47,14.16,52,0.25,1377,33.33,20.00,2.35,21,0.00,4.64,0.00,10,0.00,0.00,-10.16
193553,14.59,14.16,52,0.25,1373,33.33,20.50,2.34,21,0.00,4.64,0.00,10,0.00,0.00,-10.16
193617,14.59,14.16,52,0.25,1370,33.33,20.00,2.34,21,0.00,4.64,0.00,10,0.00,0.00,-10.16
193684,14.59,14.16,52,0.25,1358,33.33,20.50,2.32,21,0.00,4.64,0.00,10,0.00,0.00,-10.16
193752,14.59,14.16,52,0.26,1358,33.33,20.00,2.32,21,0.00,4.64,0.00,10,0.00,0.00,-10.16
193818,14.59,14.16,52,0.26,1348,33.33,20.00,2.30,21,0.00,4.64,0.00,9,0.00,0.00,-10.16
193884,14.59,14.16,52,0.26,1352,33.33,19.00,2.31,21,0.00,4.64,0.00,9,0.00,0.00,-10.16
193949,14.59,14.16,52,0.26,1336,33.33,20.00,2.28,21,0.00,4.64,0.00,9,0.00,0.00,-10.16
194016,14.70,14.16,52,0.26,1333,33.33,20.00,2.27,21,0.00,4.79,0.00,9,0.00,0.00,-10.01
194082,14.59,14.16,52,0.26,1320,33.33,20.50,2.25,21,0.00,4.79,0.00,9,0.00,0.00,-10.01
194148,14.59,14.16,52,0.26,1327,33.33,19.00,2.26,21,0.00,4.79,0.00,9,0.00,0.00,-10.01
194214,14.59,14.16,52,0.26,1313,33.33,20.00,2.24,21,0.00,4.79,0.00,9,0.00,0.00,-10.01
194281,14.59,14.24,52,0.27,1309,33.33,20.00,2.23,21,0.00,4.79,0.00,8,0.00,0.00,-10.01
194347,14.59,14.08,52,0.27,1303,33.33,19.00,2.22,21,0.00,4.79,0.00,8,0.00,0.00,-10.01
194413,14.59,14.16,52,0.27,1302,33.33,19.50,2.22,21,0.00,4.79,0.00,8,0.00,0.00,-10.01
194479,14.59,14.16,52,0.27,1306,33.33,18.50,2.23,21,0.00,4.79,0.00,8,0.00,0.00,-10.01
194545,14.70,14.16,52,0.27,1294,33.33,19.00,2.21,21,0.00,4.79,0.00,8,0.00,0.00,-10.01
194611,14.70,14.16,52,0.27,1297,33.33,18.50,2.21,21,0.00,4.79,0.00,8,0.00,0.00,-10.01
194677,14.70,14.16,52,0.27,1290,33.33,18.50,2.20,21,0.00,4.79,0.00,8,0.00,0.00,-10.01
194743,14.70,14.16,52,0.27,1294,33.33,18.50,2.49,21,0.00,4.79,0.00,7,0.00,0.00,-10.01
194809,14.70,14.16,52,0.27,1292,33.33,17.50,2.20,21,0.00,4.79,0.00,7,0.00,0.00,-10.01
194876,14.70,14.16,52,0.27,1280,33.33,18.50,2.18,21,0.00,4.79,0.00,7,0.00,0.00,-10.01
194944,14.70,14.16,52,0.27,1280,33.33,17.50,2.18,21,0.00,4.79,0.00,7,0.00,0.00,-10.01
195008,14.70,14.16,52,0.27,1270,33.33,18.50,2.44,21,0.00,4.79,0.00,7,0.00,0.00,-10.01
195074,14.70,14.16,52,0.27,1275,33.33,18.00,2.45,21,0.00,4.93,0.00,7,0.00,0.00,-10.01
195140,14.70,14.16,52,0.27,1268,33.33,17.50,2.43,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
195205,14.70,14.16,52,0.28,1262,33.33,18.00,2.42,21,0.00,4.93,0.00,5,0.00,0.00,-9.87
195272,14.81,14.16,52,0.27,1270,33.33,16.50,2.44,21,0.00,4.93,0.00,5,0.00,0.00,-9.87
195338,14.93,14.16,52,0.27,1266,33.33,16.50,2.43,21,0.00,4.93,0.00,5,0.00,0.00,-9.87
195404,15.04,14.16,52,0.27,1264,33.33,16.50,2.43,21,0.00,4.93,0.00,5,0.00,0.00,-9.87
195471,15.16,14.16,52,0.28,1267,33.33,16.00,2.43,21,0.00,4.93,0.00,5,0.00,0.00,-9.87
195536,15.16,14.16,52,0.28,1259,33.33,16.50,2.42,21,0.00,4.93,0.00,5,0.00,0.00,-9.87
195602,15.27,14.16,52,0.28,1264,33.33,15.50,2.43,21,0.00,4.93,0.00,5,0.00,0.00,-9.87
195669,15.27,14.16,52,0.28,1264,33.33,15.50,2.43,21,0.00,4.93,1.57,4,0.00,0.00,-9.87
195736,15.16,14.16,52,0.31,1246,33.33,8.00,2.39,21,0.00,5.22,3.14,4,0.00,0.00,-9.87
195801,15.27,14.16,52,0.40,1232,33.33,8.00,3.15,21,0.00,5.95,3.92,4,0.00,0.00,-9.58
195868,15.16,14.16,52,0.46,1216,33.33,8.00,3.37,21,0.00,6.38,4.31,4,0.00,0.00,-8.85
195935,15.16,14.16,52,0.48,1235,33.33,8.00,3.95,21,0.00,6.82,4.31,4,0.00,0.00,-8.42
195999,15.16,14.16,52,0.48,1288,33.33,9.00,4.12,21,0.00,7.11,4.71,4,0.00,0.00,-7.98
196066,15.27,14.16,52,0.46,1340,33.33,10.00,4.29,21,0.00,7.25,4.71,4,0.00,0.00,-7.69
196132,14.59,14.16,52,0.45,1422,33.33,11.00,3.94,21,0.00,7.40,4.71,3,0.00,0.00,-7.55
196199,13.90,14.16,52,0.47,1466,33.33,12.00,4.07,21,0.00,7.40,4.71,3,0.00,0.00,-7.40
196264,13.90,14.24,52,0.46,1514,33.33,13.00,4.20,21,0.00,7.55,4.71,3,0.00,0.00,-7.40
196331,15.04,14.16,52,0.48,1554,33.33,14.50,4.31,21,0.00,7.55,4.71,3,0.00,0.00,-7.25
196397,15.04,14.24,52,0.48,1565,33.33,15.50,4.67,21,0.00,7.55,4.71,3,0.00,0.00,-7.25
196462,16.08,14.16,52,0.48,1578,33.33,17.00,4.71,21,0.00,7.55,4.71,3,0.00,0.00,-7.25
196529,16.08,14.16,52,0.49,1575,33.33,18.00,4.70,21,0.00,7.55,4.71,3,0.00,0.00,-7.25
196596,15.73,14.16,52,0.50,1544,33.33,19.00,4.94,21,0.00,7.69,4.71,3,0.00,0.00,-7.25
196660,15.50,14.24,52,0.52,1517,33.33,20.50,4.85,21,0.00,7.69,4.71,4,0.00,0.00,-7.11
196729,15.16,14.16,52,0.51,1497,33.33,21.50,4.79,21,0.00,7.84,4.71,4,0.00,0.00,-7.11
196793,14.93,14.16,52,0.53,1464,33.33,22.50,4.69,21,0.00,7.98,4.71,4,0.00,0.00,-6.96
196859,14.70,14.16,52,0.55,1448,33.33,22.50,4.63,21,0.00,8.27,4.71,4,0.00,0.00,-6.82
196926,14.59,14.16,52,0.58,1388,33.33,21.50,4.74,21,0.00,8.27,4.71,4,0.00,0.00,-6.53
196992,14.59,14.16,52,0.62,1332,33.33,20.00,4.83,21,0.00,8.56,4.71,4,0.00,0.00,-6.53
197058,14.47,14.16,52,0.67,1248,33.33,19.00,4.79,21,0.00,9.00,4.71,4,0.00,0.00,-6.24
197125,14.47,14.16,52,0.69,1174,33.33,17.50,4.55,21,0.00,9.29,4.71,4,0.00,0.00,-5.80
197190,14.24,14.16,52,0.74,1122,33.33,17.50,4.55,21,0.00,9.72,4.71,4,0.00,0.00,-5.51
197256,14.01,14.16,52,0.76,1038,33.33,17.00,4.51,21,0.00,10.16,4.71,4,0.00,0.00,-5.08
197323,13.90,14.24,52,0.73,1006,33.33,16.50,4.39,21,0.00,10.45,4.71,4,0.00,0.00,-4.64
197389,13.55,14.16,52,0.68,1030,33.33,16.50,4.42,21,0.00,10.59,4.71,4,0.00,0.00,-4.35
197456,13.55,14.16,52,0.63,1090,33.33,16.50,4.50,21,0.00,10.45,4.71,4,0.00,0.00,-4.21
197521,14.13,14.16,52,0.62,1173,33.33,17.50,4.53,21,0.00,10.30,4.31,4,0.00,0.00,-4.35
197587,14.01,14.24,52,0.61,1180,33.33,17.50,4.24,21,0.00,10.16,4.31,4,0.00,0.00,-4.50
197654,14.70,14.08,52,0.58,1170,33.33,17.50,4.41,21,0.00,10.01,4.31,4,0.00,0.00,-4.64
197720,14.70,14.16,52,0.56,1217,33.33,17.50,4.28,21,0.00,9.72,3.92,4,0.00,0.00,-4.79
197786,15.04,14.16,52,0.53,1254,33.33,18.50,4.42,21,0.00,9.43,0.00,4,0.00,0.00,-5.08
197852,15.16,14.16,52,0.38,1294,33.33,19.00,3.62,21,0.00,8.13,0.00,4,0.00,0.00,-5.37
197918,15.16,14.16,52,0.38,1304,33.33,11.00,3.27,21,0.00,7.98,0.00,4,0.00,0.00,-6.67
197985,15.04,14.16,52,0.35,1278,33.33,10.00,3.32,21,0.00,7.40,0.00,4,0.00,0.00,-6.82
198050,14.93,14.16,52,0.33,1296,33.33,9.50,3.15,21,0.00,6.96,0.00,6,0.00,0.00,-7.40
198117,14.93,14.16,52,0.32,1341,33.33,8.50,2.95,21,0.00,6.67,0.00,6,0.00,0.00,-7.84
198183,15.04,14.16,52,0.31,1384,33.33,8.00,2.98,21,0.00,6.38,0.00,6,0.00,0.00,-8.42
198249,14.93,14.16,52,0.31,1396,33.33,7.00,3.01,21,0.00,6.09,0.00,6,0.00,0.00,-8.71
198316,14.93,14.16,52,0.32,1411,33.33,6.00,2.99,21,0.00,5.95,0.00,6,0.00,0.00,-8.85
198382,14.93,14.24,52,0.31,1403,33.33,5.00,2.99,21,0.00,5.80,0.00,6,0.00,0.00,-9.00
198449,15.04,14.16,52,0.30,1401,33.33,5.00,2.96,21,0.00,5.80,0.00,6,0.00,0.00,-9.00
198513,14.93,14.24,52,0.27,1386,33.33,5.00,2.67,21,0.00,5.51,0.00,7,0.00,0.00,-9.29
198580,14.81,14.16,52,0.26,1388,33.33,5.00,2.62,21,0.00,5.22,0.00,7,0.00,0.00,-9.58
198646,14.59,14.16,52,0.26,1364,33.33,6.50,2.59,21,0.00,5.08,0.00,7,0.00,0.00,-9.72
198713,14.47,14.16,52,0.26,1348,33.33,8.50,2.56,21,0.00,5.08,0.00,7,0.00,0.00,-9.72
198778,14.24,14.16,52,0.26,1336,33.33,10.50,2.27,21,0.00,5.08,0.00,7,0.00,0.00,-9.72
198845,14.01,14.16,52,0.26,1328,33.33,11.50,2.25,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
198912,13.90,14.16,52,0.26,1320,33.33,12.50,2.25,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
198976,13.90,14.16,52,0.26,1315,33.33,13.00,2.24,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199043,13.78,14.16,52,0.26,1299,33.33,14.50,2.22,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199109,13.78,14.16,52,0.26,1302,33.33,14.00,2.22,21,0.00,4.79,0.00,7,0.00,0.00,-10.01
199175,13.90,14.16,52,0.27,1289,33.33,15.50,2.20,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199242,14.01,14.16,52,0.27,1289,33.33,15.50,2.20,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199308,14.01,14.16,52,0.27,1282,33.33,15.50,2.19,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199373,14.24,14.16,52,0.27,1273,33.33,16.50,2.17,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199439,14.36,14.16,52,0.27,1283,33.33,15.00,2.19,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199506,14.59,14.16,52,0.27,1270,33.33,16.50,2.17,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199572,14.59,14.16,52,0.27,1273,33.33,15.50,2.17,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199639,14.70,14.16,52,0.27,1274,33.33,15.50,2.18,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199704,14.70,14.16,52,0.27,1266,33.33,16.00,2.16,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199771,14.81,14.24,52,0.27,1260,33.33,16.50,2.15,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199837,14.81,14.16,52,0.28,1252,33.33,16.50,2.14,21,0.00,4.93,0.00,7,0.00,0.00,-9.87
199903,14.81,14.16,52,0.28,1255,33.33,16.50,2.14,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
199970,14.93,14.16,52,0.28,1254,33.33,16.00,2.41,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200035,15.04,14.16,52,0.28,1240,33.33,17.00,2.38,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200101,15.16,14.24,52,0.27,1252,33.33,15.50,2.40,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200167,15.16,14.16,52,0.27,1254,33.33,15.00,2.41,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200234,15.16,14.16,52,0.28,1241,33.33,16.50,2.38,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200299,15.04,14.16,52,0.27,1255,33.33,14.50,2.41,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200366,15.16,14.16,52,0.28,1250,33.33,14.50,2.40,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200432,15.16,14.16,52,0.27,1244,33.33,15.50,2.39,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200498,15.04,14.16,52,0.28,1249,33.33,14.50,2.40,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200564,14.93,14.16,52,0.28,1236,33.33,15.50,2.37,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200631,14.93,14.16,52,0.28,1226,33.33,16.50,2.35,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200698,14.93,14.16,52,0.28,1232,33.33,15.50,2.37,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200762,14.93,14.16,53,0.28,1228,33.33,16.00,2.36,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200829,14.93,14.16,53,0.28,1227,33.33,15.50,2.36,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200895,15.04,14.16,53,0.28,1240,33.33,14.00,2.38,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
200960,15.04,14.16,53,0.28,1227,33.33,15.50,2.36,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201027,15.04,14.16,53,0.28,1224,33.33,15.50,2.35,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201094,14.93,14.16,53,0.28,1240,33.33,13.50,2.38,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201159,14.93,14.16,53,0.28,1229,33.33,14.50,2.36,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201226,14.93,14.16,53,0.28,1230,33.33,15.50,2.36,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201292,14.93,14.16,53,0.28,1228,33.33,14.00,2.36,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201358,14.93,14.24,53,0.28,1212,33.33,16.00,2.33,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201424,14.93,14.08,53,0.28,1214,33.33,16.50,2.33,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201490,14.93,14.16,53,0.28,1218,33.33,15.00,2.34,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201556,14.81,14.16,53,0.28,1218,33.33,14.50,2.34,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201623,14.93,14.16,53,0.28,1218,33.33,15.50,2.34,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201689,14.93,14.16,53,0.28,1217,33.33,14.00,2.34,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201755,14.93,14.16,53,0.28,1210,33.33,15.00,2.32,21,0.00,4.93,0.00,6,0.00,0.00,-9.87
201821,14.93,14.16,53,0.28,1210,33.33,15.00,2.32,21,0.00,5.08,0.00,5,0.00,0.00,-9.87
201888,14.81,14.16,53,0.28,1206,33.33,15.00,2.32,21,0.00,5.08,0.00,5,0.00,0.00,-9.72
201954,14.81,14.16,53,0.29,1201,33.33,15.50,2.31,21,0.00,5.08,0.00,5,0.00,0.00,-9.72
202020,14.93,14.16,53,0.29,1196,33.33,15.50,2.30,21,0.00,5.08,0.00,5,0.00,0.00,-9.72
202086,14.93,14.16,53,0.29,1206,33.33,14.00,2.32,21,0.00,5.08,0.00,5,0.00,0.00,-9.72
202152,14.93,14.16,53,0.29,1199,33.33,14.50,2.30,21,0.00,5.08,0.00,5,0.00,0.00,-9.72
202218,15.04,14.16,53,0.28,1204,33.33,14.00,2.31,21,0.00,5.08,0.00,5,0.00,0.00,-9.72
202284,15.04,14.16,53,0.28,1209,33.33,13.50,2.32,21,0.00,5.08,0.00,4,0.00,0.00,-9.72
202350,15.04,14.16,53,0.29,1207,33.33,13.50,2.32,21,0.00,5.08,0.00,4,0.00,0.00,-9.72
202417,15.16,14.16,53,0.28,1202,33.33,14.00,2.31,21,0.00,5.08,0.00,4,0.00,0.00,-9.72
202482,15.16,14.16,53,0.29,1210,33.33,13.00,2.32,21,0.00,5.08,0.00,4,0.00,0.00,-9.72
202549,15.16,14.16,53,0.29,1201,33.33,14.00,2.31,21,0.00,5.08,0.00,4,0.00,0.00,-9.72
202615,15.04,14.16,53,0.29,1194,33.33,15.00,2.29,21,0.00,5.08,0.00,4,0.00,0.00,-9.72
202681,15.04,14.16,53,0.29,1206,33.33,13.00,2.32,21,0.00,5.08,0.39,4,0.00,0.00,-9.72
202747,15.04,14.16,53,0.30,1198,33.33,14.00,2.30,21,0.00,5.22,1.18,3,0.00,0.00,-9.72
202814,15.04,14.16,53,0.40,1196,33.33,14.00,2.30,21,0.00,5.66,1.96,3,0.00,0.00,-9.58
202880,15.04,14.16,53,0.46,1201,33.33,13.50,3.07,21,0.00,6.09,2.35,3,0.00,0.00,-9.14
202945,15.04,14.16,53,0.49,1202,33.33,15.50,3.33,21,0.00,6.53,3.53,3,0.00,0.00,-8.71
203012,15.27,14.16,53,0.50,1252,33.33,17.50,3.74,21,0.00,6.96,3.92,3,0.00,0.00,-8.27
203078,14.93,14.16,53,0.45,1326,33.33,20.00,4.24,21,0.00,7.11,3.92,3,0.00,0.00,-7.84
203144,14.59,14.16,53,0.43,1386,33.33,21.00,3.84,21,0.00,7.11,3.92,3,0.00,0.00,-7.69
203210,14.24,14.16,53,0.43,1438,33.33,22.00,3.99,21,0.00,7.11,4.31,3,0.00,0.00,-7.69
203277,14.13,14.16,53,0.44,1444,33.33,22.00,3.70,21,0.00,7.11,4.31,3,0.00,0.00,-7.69
203343,14.47,14.16,53,0.47,1421,33.33,21.50,3.64,21,0.00,7.25,4.31,3,0.00,0.00,-7.69
203408,14.70,14.16,53,0.50,1350,33.33,20.50,3.74,21,0.00,7.40,4.31,3,0.00,0.00,-7.55
203475,15.04,14.16,53,0.53,1256,33.33,19.00,3.75,21,0.00,7.55,4.31,3,0.00,0.00,-7.40
203542,15.50,14.16,53,0.57,1193,33.33,18.00,3.82,21,0.00,7.84,4.31,3,0.00,0.00,-7.25
