Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
300240,-0.78,14.70,13.60,181,0.63,3054,0.00,34.00,10.99,115,0.00,0,9.72,-5.08,31.96,2.42,13.73,1.00,85.6079
300314,-0.78,14.70,13.60,181,0.63,3086,0.00,34.00,11.07,115,0.00,0,9.58,-5.08,32.19,2.42,13.73,1.00,85.5408
300387,-0.78,14.59,13.60,181,0.62,3114,0.00,34.50,11.19,115,0.00,0,9.58,-5.08,31.51,2.42,10.20,0.78,83.0841
300460,-0.78,14.47,13.60,181,0.50,3125,0.00,37.00,8.67,115,0.00,0,7.11,-7.55,15.05,2.36,0.00,0.54,76.5259
300533,-0.78,12.63,13.68,181,0.30,3076,0.00,34.00,0.00,115,0.00,0,5.37,-9.29,7.78,1.80,0.00,0.54,73.1415
300606,-1.56,12.06,13.60,181,0.23,3026,0.00,30.50,0.00,115,0.00,0,4.35,-10.30,10.67,1.58,0.00,0.54,72.7783
300679,-2.34,11.83,13.68,181,0.21,2924,0.00,27.00,0.00,115,0.00,0,3.92,-10.74,7.54,1.76,0.00,0.54,72.2565
300752,-2.34,13.90,13.68,181,0.19,2852,0.00,25.00,0.00,115,0.00,0,3.63,-11.17,9.35,1.56,0.00,0.54,71.8353
300825,-3.12,15.50,13.68,181,0.14,2623,0.00,20.00,0.00,115,0.00,0,3.48,-11.17,8.61,1.76,0.00,0.54,71.4539
300899,-3.91,18.60,13.68,181,0.21,2502,0.00,17.50,0.00,115,0.00,0,3.48,-11.17,10.23,1.52,0.00,0.54,71.1487
300972,-3.91,23.31,13.68,181,0.21,2408,0.00,16.50,0.00,115,0.00,0,3.48,-11.17,8.86,1.70,0.00,0.54,70.8252
301045,-4.69,23.77,13.68,181,0.18,2289,0.00,16.50,0.00,115,0.00,0,3.63,-11.03,6.72,1.44,0.00,0.54,70.5841
301118,-4.69,23.77,13.68,181,0.17,2188,0.00,16.50,0.00,115,0.00,0,3.63,-11.03,7.33,1.42,0.00,0.56,70.2698
301190,-4.69,23.66,13.68,181,0.21,2061,0.00,16.50,0.00,115,0.00,0,3.77,-10.88,7.23,1.58,0.39,0.58,70.0012
301264,-5.47,23.54,13.68,181,0.23,1962,0.00,16.00,0.00,115,0.00,0,3.77,-10.88,7.29,1.54,1.18,0.62,70.0012
301337,-5.47,23.66,13.68,181,0.25,1860,0.00,16.50,3.57,115,0.00,0,3.92,-10.74,8.23,1.60,2.75,0.64,70.0012
301410,-6.25,23.54,13.68,181,0.22,1808,0.00,17.50,3.09,115,0.00,0,3.92,-10.74,6.84,1.54,3.92,0.70,70.0012
301483,-6.25,23.54,13.68,181,0.26,1766,0.00,21.50,3.08,115,0.00,0,3.92,-10.45,7.06,1.58,4.71,0.70,70.0012
301557,-7.03,23.31,13.76,181,0.30,1770,0.00,25.00,3.77,115,0.00,0,4.21,-10.16,8.47,1.64,5.10,0.72,70.0012
301630,-7.03,22.62,13.68,181,0.31,1793,0.00,27.00,3.40,115,0.00,0,4.50,-10.01,9.52,1.66,5.49,0.72,70.0012
301703,-7.03,17.69,13.68,181,0.32,1810,0.00,27.00,3.86,115,0.00,0,4.79,-9.87,9.74,1.68,5.49,0.72,70.0012
301775,-7.81,15.16,13.68,181,0.34,1729,0.00,27.50,3.69,115,0.00,0,4.93,-9.72,9.78,1.70,5.49,0.74,70.0012
301848,-7.81,14.59,13.68,181,0.35,1725,0.00,28.00,3.68,115,0.00,0,5.08,-9.58,9.97,1.72,5.88,0.76,70.6207
301921,-7.81,14.36,13.68,181,0.37,1777,0.00,29.00,3.79,115,0.00,0,5.37,-9.29,10.47,1.78,7.45,0.80,71.4600
301995,-8.59,14.13,13.68,181,0.46,1766,0.00,32.00,4.90,115,0.00,0,5.66,-8.42,12.51,1.86,8.24,0.82,72.9034
302068,-8.59,14.24,13.68,181,0.49,1791,0.00,32.00,4.79,115,0.00,0,6.24,-7.84,13.76,1.90,10.20,0.90,75.4639
302141,-8.59,14.36,13.68,180,0.62,1764,0.00,28.50,5.73,115,0.00,0,6.82,-6.67,15.88,2.02,11.37,0.92,77.9083
302213,-8.59,13.21,13.68,180,0.71,1745,0.00,27.00,6.77,115,0.00,0,7.98,-6.09,20.79,2.12,11.37,0.92,79.7363
302286,-7.81,12.98,13.60,180,0.71,1788,0.00,27.00,6.48,115,0.00,0,9.14,-5.51,21.30,2.14,11.76,0.92,81.1676
302360,-7.81,12.75,13.60,180,0.73,1778,0.00,27.00,6.45,115,0.00,0,9.58,-5.08,21.64,2.16,11.76,0.94,82.0404
302433,-7.81,13.67,13.68,180,0.74,1772,0.00,26.50,6.80,115,0.00,0,9.87,-4.79,21.89,2.16,12.16,0.94,82.9193
302506,-7.03,14.59,13.60,180,0.72,1820,0.00,27.00,6.99,115,0.00,0,10.01,-4.64,22.14,2.16,12.16,0.94,83.1207
302579,-7.03,15.04,13.68,180,0.73,1808,0.00,27.00,7.33,115,0.00,0,10.16,-4.35,22.06,2.18,12.16,0.94,83.3832
302653,-7.03,15.04,13.60,180,0.73,1817,0.00,27.00,6.98,115,0.00,0,10.30,-4.35,21.98,2.18,12.16,0.94,83.7860
302724,-6.25,14.93,13.68,180,0.73,1835,0.00,27.00,7.06,115,0.00,0,10.30,-4.35,22.33,2.18,12.16,0.94,83.8928
302798,-6.25,14.93,13.60,180,0.72,1860,0.00,27.00,7.05,115,0.00,0,10.30,-4.21,22.22,2.18,12.55,0.94,84.2651
302870,-6.25,15.16,13.68,180,0.72,1877,0.00,27.50,7.14,115,0.00,0,10.45,-4.21,22.70,2.18,12.55,0.94,84.1888
302944,-5.47,15.04,13.60,180,0.73,1877,0.00,27.00,7.61,115,0.00,0,10.45,-4.21,22.89,2.20,12.55,0.94,84.5642
303016,-5.47,15.04,13.60,180,0.72,1924,0.00,27.50,7.39,115,0.00,0,10.45,-4.21,23.08,2.20,12.55,0.94,84.6893
303090,-5.47,14.81,13.68,180,0.73,1923,0.00,27.50,7.39,115,0.00,0,10.45,-4.21,23.27,2.20,12.55,0.94,84.6558
303163,-5.47,14.70,13.60,180,0.72,1940,0.00,28.00,7.45,115,0.00,0,10.45,-4.21,22.89,2.20,12.55,0.96,84.8724
303236,-4.69,14.70,13.68,180,0.71,1957,0.00,28.00,7.51,115,0.00,0,10.45,-4.21,23.27,2.20,12.55,0.94,84.9274
303309,-4.69,14.70,13.60,180,0.70,1981,0.00,28.50,7.56,115,0.00,0,10.45,-4.21,23.08,2.20,12.55,0.94,85.1288
303383,-4.69,14.70,13.68,180,0.70,1984,0.00,28.50,7.61,115,0.00,0,10.45,-4.21,23.27,2.20,12.55,0.94,85.0708
303456,-3.91,14.81,13.60,180,0.70,1984,0.00,28.50,7.62,115,0.00,0,10.45,-4.21,23.18,2.20,12.55,0.96,85.0037
303528,-3.91,14.81,13.60,180,0.70,2010,0.00,28.50,7.62,115,0.00,0,10.45,-4.21,23.27,2.20,12.55,0.94,85.1929
303601,-3.91,14.81,13.60,180,0.70,2015,0.00,28.50,7.74,115,0.00,0,10.30,-4.35,23.18,2.20,12.55,0.94,85.0708
303674,-3.91,14.70,13.60,180,0.70,1999,0.00,28.50,7.68,115,0.00,0,10.45,-4.21,23.36,2.20,12.55,0.94,85.1624
303747,-3.91,14.70,13.68,180,0.69,2025,0.00,28.50,7.78,115,0.00,0,10.45,-4.21,23.46,2.20,12.55,0.94,85.1929
303821,-3.12,14.70,13.60,180,0.69,2044,0.00,28.50,7.85,115,0.00,0,10.30,-4.35,23.55,2.22,12.55,0.94,85.2509
303894,-3.12,14.81,13.68,180,0.68,2049,0.00,29.00,7.87,115,0.00,0,10.30,-4.35,23.46,2.22,12.55,0.96,85.2356
303968,-3.12,14.70,13.60,180,0.69,2083,0.00,29.50,7.99,115,0.00,0,10.30,-4.35,23.65,2.22,12.16,0.96,85.2417
304040,-3.12,14.70,13.68,180,0.67,2107,0.00,29.50,8.00,115,0.00,0,10.30,-4.35,23.55,2.20,12.55,0.94,85.2448
304113,-3.12,14.70,13.68,180,0.67,2120,0.00,30.00,7.64,115,0.00,0,10.30,-4.35,23.55,2.22,12.16,0.94,85.2905
304188,-3.12,14.81,13.68,180,0.67,2116,0.00,30.00,8.12,115,0.00,0,10.16,-4.50,23.74,2.22,12.16,0.94,85.1593
304259,-3.12,14.93,13.68,180,0.67,2148,0.00,30.50,7.79,115,0.00,0,10.16,-4.50,23.55,2.22,12.16,0.94,85.1257
304332,-2.34,14.93,13.60,180,0.66,2150,0.00,30.50,7.80,115,0.00,0,10.16,-4.50,23.55,2.22,12.16,0.94,85.1959
304406,-2.34,14.81,13.68,180,0.67,2151,0.00,30.00,8.26,115,0.00,0,10.16,-4.50,24.13,2.22,12.16,0.94,85.1959
304478,-0.78,14.93,13.68,180,0.66,2180,0.00,30.50,8.37,115,0.00,0,10.16,-4.50,24.13,2.22,12.16,0.94,85.2875
304551,-0.78,14.81,13.68,180,0.67,2194,0.00,30.50,8.41,115,0.00,0,10.16,-4.50,24.41,2.24,12.55,0.94,85.4675
304624,-0.78,14.70,13.68,180,0.67,2226,0.00,30.50,8.42,115,0.00,0,10.16,-4.50,24.51,2.24,12.16,0.94,85.5499
304697,-0.78,14.47,13.68,180,0.67,2223,0.00,30.50,8.55,115,0.00,0,10.16,-4.50,24.99,2.24,12.16,0.96,85.4706
304770,-0.78,14.59,13.68,180,0.67,2246,0.00,30.50,8.54,115,0.00,0,10.16,-4.50,25.08,2.24,12.55,0.94,85.5835
304843,-0.78,14.59,13.68,180,0.67,2240,0.00,30.50,8.62,115,0.00,0,10.16,-4.50,25.18,2.24,12.55,0.94,85.6750
304916,-0.78,14.59,13.68,180,0.68,2266,0.00,30.50,8.70,115,0.00,0,10.16,-4.50,25.48,2.26,12.16,0.96,85.6720
304989,-0.78,14.59,13.68,180,0.68,2268,0.00,30.50,8.71,115,0.00,0,10.16,-4.50,25.67,2.26,12.55,0.96,85.7910
305062,-0.78,14.59,13.68,180,0.68,2293,0.00,30.00,8.80,115,0.00,0,10.16,-4.50,25.99,2.28,12.55,0.96,85.9589
305135,-0.78,14.59,13.76,180,0.69,2295,0.00,30.50,8.81,115,0.00,0,10.16,-4.35,26.09,2.28,12.55,0.96,86.0535
305208,-0.78,14.59,13.68,180,0.68,2318,0.00,30.50,8.90,115,0.00,0,10.30,-4.35,26.09,2.28,12.55,0.96,86.2701
305282,-0.78,14.59,13.68,180,0.68,2353,0.00,30.50,8.91,115,0.00,0,10.30,-4.35,26.51,2.28,12.55,0.96,86.2579
305354,-0.78,14.70,13.68,180,0.69,2347,0.00,30.50,9.04,115,0.00,0,10.30,-4.35,26.62,2.28,12.94,0.96,86.4014
305427,-0.78,14.81,13.68,180,0.69,2371,0.00,30.50,9.01,115,0.00,0,10.30,-4.35,27.33,2.28,12.94,0.96,86.5051
305500,-0.78,14.81,13.60,180,0.68,2386,0.00,30.50,9.16,115,0.00,0,10.30,-4.35,27.23,2.30,12.94,0.96,86.6150
305573,-0.78,14.81,13.60,180,0.70,2375,0.00,30.50,9.12,115,0.00,0,10.45,-4.21,27.75,2.30,12.94,0.96,86.8530
305647,-0.78,14.70,13.68,180,0.70,2416,0.00,30.50,9.28,115,0.00,0,10.45,-4.21,28.16,2.32,12.94,0.98,86.9385
305720,-0.78,14.70,13.60,180,0.70,2425,0.00,30.50,9.31,115,0.00,0,10.45,-4.21,28.38,2.32,12.94,0.98,86.8866
305793,-0.78,14.70,13.60,180,0.70,2415,0.00,30.50,9.79,115,0.00,0,10.45,-4.21,28.49,2.32,12.94,0.98,87.1002
305866,-0.78,14.81,13.60,180,0.69,2454,0.00,30.50,9.45,115,0.00,0,10.45,-4.21,28.38,2.32,13.33,0.98,86.9995
305939,-0.78,14.70,13.68,180,0.71,2451,0.00,30.50,9.95,115,0.00,0,10.45,-4.21,29.03,2.34,13.33,0.98,87.1063
306011,-0.78,14.81,13.60,180,0.71,2497,0.00,30.50,9.93,115,0.00,0,10.45,-4.21,28.80,2.34,13.33,0.98,87.1796
306086,-0.78,14.81,13.68,180,0.71,2493,0.00,30.50,10.10,115,0.00,0,10.30,-4.35,29.68,2.34,13.33,0.98,87.0667
306158,-0.78,14.81,13.60,180,0.72,2482,0.00,30.50,10.06,115,0.00,0,10.45,-4.21,29.68,2.34,13.33,0.98,87.3627
306231,-0.78,14.70,13.60,180,0.70,2543,0.00,30.50,10.31,115,0.00,0,10.45,-4.21,29.55,2.36,13.73,0.98,87.3260
306304,-0.78,14.70,13.68,180,0.72,2536,0.00,30.50,10.28,115,0.00,0,10.45,-4.21,30.10,2.36,13.73,0.98,87.3566
306377,-0.78,14.81,13.60,180,0.71,2524,0.00,30.50,10.23,115,0.00,0,10.45,-4.21,30.21,2.38,13.73,0.98,87.4695
306451,-0.78,14.70,13.68,180,0.70,2589,0.00,30.50,9.94,115,0.00,0,10.45,-4.21,30.21,2.38,13.73,1.00,87.3230
306523,-0.78,14.81,13.60,180,0.71,2593,0.00,30.50,10.34,115,0.00,0,10.45,-4.06,30.43,2.38,13.73,1.00,87.6526
306596,-0.78,14.81,13.68,180,0.71,2635,0.00,30.50,10.51,115,0.00,0,10.59,-4.21,30.63,2.38,13.73,1.00,87.6129
306669,-0.78,14.70,13.60,180,0.73,2605,0.00,30.50,10.68,115,0.00,0,10.45,-4.06,31.73,2.42,13.73,1.00,87.7319
306743,-0.78,14.59,13.68,180,0.72,2630,0.00,30.50,10.66,113,0.00,0,10.59,-4.06,31.52,2.40,14.12,1.00,87.9456
306816,-0.78,14.59,13.68,180,0.73,2649,0.00,30.50,10.74,113,0.00,0,10.59,-4.06,32.07,2.42,14.12,1.02,87.8845
306888,-0.78,14.59,13.60,180,0.74,2641,0.00,30.50,10.70,113,0.00,0,10.59,-4.06,32.68,2.42,14.12,1.02,88.3942
306962,-0.78,14.59,13.68,180,0.73,2695,0.00,30.50,10.92,113,0.00,0,10.74,-3.92,32.90,2.44,14.51,1.02,88.5345
307034,-0.78,14.59,13.60,180,0.76,2700,0.00,30.50,11.52,113,0.00,0,10.74,-3.77,34.00,2.46,14.90,1.02,88.7970
307108,-0.78,14.81,13.68,180,0.75,2743,0.00,30.50,11.55,113,0.00,0,10.88,-3.77,33.87,2.44,14.90,1.04,88.9343
307181,-0.78,14.70,13.60,180,0.74,2720,0.00,30.50,11.70,113,0.00,0,10.88,-3.63,34.11,2.46,14.90,1.04,89.0533
307254,0.00,14.70,13.68,180,0.75,2767,0.00,30.50,11.61,113,0.00,0,11.03,-3.63,34.71,2.46,14.90,1.04,89.2883
307327,0.00,14.70,13.60,180,0.77,2776,0.00,30.50,11.81,113,0.00,0,11.03,-3.63,35.68,2.48,15.29,1.04,89.4135
307400,0.00,14.81,13.68,180,0.78,2778,0.00,30.00,12.45,113,0.00,0,11.17,-3.48,36.52,2.50,15.29,1.04,89.6545
307473,0.00,14.59,13.68,180,0.78,2828,0.00,30.50,12.67,113,0.00,0,11.32,-3.34,36.88,2.52,15.69,1.04,89.6301
307545,0.00,14.59,13.60,180,0.79,2818,0.00,30.00,12.63,113,0.00,0,11.32,-3.34,37.36,2.52,15.69,1.06,89.8285
307619,0.00,14.59,13.60,180,0.80,2831,0.00,30.00,12.68,113,0.00,0,11.46,-3.19,37.86,2.54,15.69,1.06,89.8804
307692,0.00,14.47,13.68,180,0.80,2868,0.00,30.00,12.85,113,0.00,0,11.46,-3.05,37.86,2.54,15.69,1.06,89.8773
307765,0.00,14.59,13.68,180,0.81,2902,0.00,30.00,12.85,113,0.00,0,11.61,-3.05,38.13,2.54,16.08,1.06,89.9323
307839,0.00,14.59,13.68,180,0.80,2915,0.00,30.00,13.00,113,0.00,0,11.61,-3.05,38.67,2.54,16.08,1.06,89.9139
307911,0.00,14.59,13.60,180,0.82,2924,0.00,30.00,13.06,113,0.00,0,11.61,-3.05,38.81,2.56,16.08,1.06,89.9017
307986,0.00,14.59,13.68,180,0.78,2949,0.00,30.50,13.21,113,0.00,0,11.61,-3.05,39.22,2.56,16.08,1.06,89.8499
308058,0.00,14.59,13.60,180,0.80,2975,0.00,30.50,13.33,113,0.00,0,11.75,-2.90,39.62,2.56,16.08,1.06,89.7736
308131,0.00,14.59,13.60,180,0.81,3001,0.00,30.50,13.44,113,0.00,0,11.61,-3.05,40.02,2.58,16.08,1.06,89.8010
308205,0.00,14.47,13.68,180,0.82,2990,0.00,30.00,13.40,113,0.00,0,11.61,-3.05,40.70,2.58,16.08,1.06,89.7766
308278,0.00,14.36,13.68,180,0.81,3019,0.00,30.50,13.53,113,0.00,0,11.61,-3.05,40.42,2.58,16.08,1.06,89.7339
308351,0.00,14.47,13.68,180,0.80,3034,0.00,30.50,13.59,113,0.00,0,11.75,-2.90,40.42,2.58,16.08,1.06,89.6667
308424,0.00,14.59,13.68,180,0.79,3072,0.00,30.50,13.65,111,0.00,0,11.75,-2.90,40.42,2.58,16.08,1.06,89.6881
308498,0.00,14.70,13.68,180,0.78,3091,0.00,30.50,13.11,111,0.00,0,11.75,-3.05,39.75,2.56,16.08,1.06,89.5966
308570,0.00,14.81,13.60,180,0.78,3093,0.00,30.50,13.85,111,0.00,0,11.61,-2.90,40.83,2.56,16.08,1.06,89.5447
308645,0.00,14.81,13.68,180,0.79,3121,0.00,31.00,13.86,111,0.00,0,11.75,-2.90,40.42,2.58,16.08,1.06,89.4745
308717,0.00,14.70,13.60,180,0.79,3134,0.00,31.00,14.04,111,0.00,0,11.61,-3.05,40.96,2.58,16.08,1.06,89.4653
308791,0.00,14.70,13.60,180,0.78,3156,0.00,31.00,14.14,111,0.00,0,11.61,-3.05,41.10,2.58,16.08,1.06,89.4287
308864,0.00,14.70,13.60,180,0.77,3162,0.00,31.00,14.16,111,0.00,0,11.75,-2.90,41.24,2.58,16.08,1.06,89.2975
308937,0.00,14.70,13.60,180,0.78,3187,0.00,31.00,13.60,111,0.00,0,11.61,-3.05,40.97,2.58,16.08,1.06,89.2883
309010,0.00,14.59,13.68,180,0.77,3209,0.00,31.50,13.69,111,0.00,0,11.61,-3.05,41.10,2.58,16.08,1.06,89.2303
309082,0.00,14.70,13.60,180,0.77,3234,0.00,32.00,13.77,111,0.00,0,11.61,-3.05,41.09,2.60,16.08,1.06,89.1693
309156,0.00,14.81,13.60,180,0.76,3262,0.00,32.00,14.49,111,0.00,0,11.61,-3.05,41.64,2.60,16.08,1.06,89.1083
309230,0.00,14.70,13.60,180,0.77,3255,0.00,31.50,13.92,111,0.00,0,11.61,-3.05,41.92,2.60,16.08,1.06,89.1388
309302,0.00,14.70,13.68,180,0.77,3294,0.00,32.00,14.05,111,0.00,0,11.46,-3.19,41.91,2.60,16.08,1.04,89.0778
309376,0.00,14.59,13.60,180,0.74,3285,0.00,32.00,13.31,111,0.00,0,10.45,-4.21,35.72,2.36,1.96,0.56,82.5134
309449,-0.78,13.90,13.60,180,0.46,3266,0.00,37.50,0.00,111,0.00,0,6.96,-7.69,14.76,2.12,0.00,0.54,75.9369
309521,-0.78,12.17,13.68,180,0.32,3186,0.00,35.00,0.00,111,0.00,0,5.37,-9.29,14.97,1.76,0.00,0.54,73.7122
309595,-1.56,13.32,13.60,180,0.28,3143,0.00,31.50,0.00,109,0.00,0,4.50,-10.74,9.00,1.90,0.00,0.54,73.3398
309668,-2.34,14.59,13.68,180,0.24,2981,0.00,26.00,0.00,109,0.00,0,3.92,-11.03,13.98,1.78,0.00,0.54,72.7386
309741,-3.12,13.67,13.68,180,0.27,2870,0.00,23.00,0.00,109,0.00,0,3.63,-11.03,8.53,1.72,0.00,0.54,72.1649
309814,-3.12,14.13,13.68,180,0.26,2759,0.00,20.00,0.00,109,0.00,0,3.63,-11.17,8.87,1.78,0.00,0.54,71.7987
309887,-3.91,18.83,13.68,180,0.19,2642,0.00,18.00,0.00,109,0.00,0,3.48,-11.17,11.18,1.56,0.00,0.54,71.4264
309959,-3.91,22.28,13.68,180,0.26,2533,0.00,16.50,0.00,109,0.00,0,3.48,-11.17,10.13,1.78,0.00,0.54,71.1304
310034,-4.69,24.69,13.68,180,0.26,2410,0.00,16.50,0.00,109,0.00,0,3.48,-11.17,10.48,1.72,0.00,0.56,70.8191
310106,-4.69,25.38,13.68,180,0.20,2319,0.00,16.50,0.00,109,0.00,0,3.63,-11.03,7.50,1.54,1.57,0.62,70.5811
310180,-4.69,25.27,13.68,180,0.28,2202,0.00,17.50,4.70,109,0.00,0,3.92,-10.74,10.52,1.76,4.31,0.70,70.4407
310253,-5.47,23.89,13.68,180,0.29,2177,0.00,19.00,4.18,109,0.00,0,4.21,-10.16,9.88,1.74,5.49,0.74,70.3979
310326,-5.47,23.43,13.68,180,0.32,2194,0.00,30.50,4.15,109,0.00,0,4.50,-9.72,10.88,1.76,6.67,0.78,70.5383
310399,-6.25,23.31,13.60,180,0.34,2302,0.00,32.00,4.68,109,0.00,0,4.93,-9.29,11.86,1.84,7.45,0.80,71.9330
310471,-6.25,14.70,13.68,180,0.40,2358,0.00,35.50,4.91,109,0.00,0,5.37,-8.85,16.49,1.88,8.63,0.84,74.3011
310545,-7.03,13.67,13.68,180,0.50,2333,0.00,35.50,7.47,109,0.00,0,6.53,-8.13,19.63,2.02,9.80,0.88,76.3336
310618,-7.03,13.44,13.68,180,0.58,2252,0.00,34.00,7.69,109,0.00,0,7.40,-7.25,21.80,2.16,10.98,0.94,79.3488
310691,-7.03,12.75,13.68,180,0.64,2322,0.00,33.00,8.42,109,0.00,0,8.13,-6.53,24.04,2.26,12.94,0.98,82.2418
310764,-6.25,12.52,13.68,180,0.75,2265,0.00,29.00,9.18,109,0.00,0,9.29,-5.37,28.06,2.34,15.29,1.08,85.9436
310837,-6.25,13.67,13.68,180,0.85,2326,0.00,28.00,10.42,109,0.00,0,10.45,-3.34,31.76,2.42,17.25,1.12,88.5803
310910,-6.25,14.13,13.60,180,0.90,2333,0.00,26.50,11.24,109,0.00,0,11.32,-2.61,34.27,2.46,18.04,1.14,90.0208
310984,-5.47,14.01,13.68,180,0.90,2279,0.00,25.50,10.45,109,0.00,0,12.04,-2.18,34.14,2.46,18.82,1.16,91.0919
311057,-5.47,13.78,13.68,180,0.91,2337,0.00,12.00,10.69,109,0.00,0,12.48,-1.74,34.99,2.48,20.00,1.20,91.6718
311130,-5.47,14.93,13.68,180,0.96,2347,0.00,24.50,11.47,109,0.00,0,12.91,-1.45,36.80,2.50,20.39,1.22,92.7032
311202,-5.47,14.81,13.68,180,0.94,2351,0.00,25.00,12.04,109,0.00,0,13.35,-1.31,37.66,2.50,20.78,1.22,92.6758
311275,-4.69,14.70,13.68,180,0.96,2336,0.00,24.50,11.96,109,0.00,0,13.64,-1.02,37.52,2.52,21.18,1.22,93.3502
311348,-4.69,14.70,13.68,180,0.96,2393,0.00,25.00,12.25,109,0.00,0,13.64,-1.02,38.06,2.54,21.18,1.24,93.2709
311422,-4.69,14.93,13.68,180,0.97,2341,0.00,24.00,11.99,108,0.00,0,13.93,-0.73,38.53,2.54,21.57,1.24,93.7988
311495,-4.69,14.93,13.68,180,1.00,2426,0.00,25.00,12.42,108,0.00,0,13.93,-0.58,39.59,2.56,21.57,1.24,93.8324
311568,-3.91,14.93,13.68,180,1.00,2457,0.00,24.00,12.57,108,0.00,0,14.07,-0.58,39.78,2.56,21.57,1.24,94.1284
311640,-3.91,14.81,13.68,180,1.02,2366,0.00,22.50,13.10,108,0.00,0,14.07,-0.44,40.32,2.56,21.57,1.24,94.3939
311713,-3.91,14.70,13.68,180,1.00,2464,0.00,23.50,12.62,108,0.00,0,14.22,-0.29,40.23,2.58,21.96,1.24,94.3390
311786,-3.12,14.70,13.68,180,1.03,2402,0.00,22.50,13.14,108,0.00,0,14.36,-0.29,41.17,2.58,21.57,1.24,94.6991
311860,-3.12,14.93,13.68,180,1.02,2478,0.00,23.00,13.75,108,0.00,0,14.51,-0.15,41.97,2.58,21.57,1.24,94.5801
311933,-3.12,14.70,13.68,180,1.04,2427,0.00,22.50,13.46,108,0.00,0,14.51,-0.15,41.97,2.60,21.96,1.24,94.8486
312006,-3.12,14.70,13.68,180,1.02,2508,0.00,22.50,13.91,108,0.00,0,14.65,0.00,42.75,2.60,21.96,1.24,94.7906
312078,-3.12,14.59,13.68,180,1.04,2458,0.00,21.50,14.16,108,0.00,0,14.65,0.00,42.86,2.62,21.57,1.24,95.0378
312151,-3.12,14.70,13.60,180,1.04,2516,0.00,22.50,13.96,108,0.00,0,14.65,0.00,43.51,2.62,21.57,1.24,94.9402
312225,-3.12,14.59,13.68,180,1.06,2540,0.00,21.50,13.88,108,0.00,0,14.65,0.15,43.59,2.62,21.96,1.24,95.0562
312297,-2.34,14.59,13.60,180,1.05,2530,0.00,21.00,15.17,108,0.00,0,14.80,0.15,44.50,2.64,21.57,1.24,95.0745
312371,-2.34,13.90,13.68,180,1.06,2538,0.00,21.00,15.11,108,0.00,0,14.80,0.29,44.74,2.64,21.57,1.24,95.1508
312446,-2.34,13.55,13.52,180,1.06,2568,0.00,21.00,15.34,108,0.00,0,14.80,0.15,45.26,2.66,21.57,1.24,95.2087
312517,-2.34,13.21,13.60,180,1.06,2571,0.00,21.00,15.91,108,0.00,0,14.95,0.29,45.41,2.66,21.57,1.24,95.2271
312590,-2.34,13.09,13.60,180,1.07,2586,0.00,21.00,16.00,108,0.00,0,14.95,0.29,46.23,2.66,21.57,1.24,95.2820
312663,0.00,13.09,13.52,180,1.07,2582,0.00,20.50,16.53,108,0.00,0,14.95,0.29,46.31,2.68,21.57,1.24,95.2820
312736,0.00,12.86,13.60,180,1.07,2600,0.00,21.00,16.09,108,0.00,0,14.95,0.29,46.37,2.68,21.57,1.24,95.3217
312810,0.00,12.75,13.60,180,1.08,2633,0.00,21.00,16.72,108,0.00,0,14.95,0.44,47.01,2.68,21.18,1.24,95.3400
312883,0.00,12.63,13.60,180,1.07,2645,0.00,21.00,16.85,108,0.00,0,15.09,0.44,47.03,2.68,21.18,1.24,95.3217
312955,0.00,12.63,13.60,180,1.07,2662,0.00,21.00,16.37,108,0.00,0,15.09,0.44,46.93,2.70,21.18,1.22,95.3400
313029,0.00,12.75,13.60,180,1.07,2670,0.00,21.00,16.47,108,0.00,0,15.09,0.29,47.59,2.68,21.18,1.22,95.3217
313102,0.00,12.86,13.52,180,1.07,2690,0.00,20.50,16.64,108,0.00,0,15.09,0.44,47.83,2.68,20.78,1.22,95.3033
313175,0.00,12.86,13.52,180,1.07,2696,0.00,21.00,16.68,106,0.00,0,14.95,0.29,48.02,2.70,20.78,1.22,95.2820
313249,0.00,12.75,13.60,180,1.06,2693,0.00,21.00,16.66,106,0.00,0,14.95,0.29,47.88,2.68,20.39,1.20,95.2271
313321,0.00,12.75,13.52,180,1.06,2707,0.00,21.50,16.75,106,0.00,0,14.95,0.29,47.73,2.70,20.39,1.20,95.1874
313395,0.00,12.86,13.60,180,1.06,2716,0.00,21.00,16.80,106,0.00,0,14.95,0.15,47.94,2.70,20.00,1.18,95.0928
313467,0.00,12.86,13.52,180,1.05,2743,0.00,22.00,16.87,106,0.00,0,14.80,0.00,47.77,2.70,19.61,1.18,95.0012
313540,0.00,12.86,13.60,180,1.04,2758,0.00,22.50,16.97,106,0.00,0,14.65,0.00,47.68,2.68,19.61,1.18,94.8792
