Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
32161,-3.91,14.70,13.84,171,0.26,981,0.00,8.00,1.66,108,0.00,0,5.37,-9.43,4.11,1.34,0.00,0.00,0.54,67.2424
32241,-3.91,14.93,13.84,171,0.28,974,0.00,9.00,1.85,108,0.00,0,5.37,-9.43,4.44,1.36,0.00,0.00,0.54,67.1234
32311,-3.91,15.04,13.84,171,0.29,963,0.00,10.50,1.83,108,0.00,0,5.37,-9.43,4.47,1.36,0.00,0.00,0.54,67.1570
32394,-3.91,15.16,13.84,171,0.29,944,0.00,11.50,1.81,108,0.00,0,5.37,-9.43,4.51,1.36,0.00,0.00,0.54,67.1051
32463,-3.91,15.50,13.84,171,0.28,968,0.00,13.00,1.86,108,0.00,0,5.37,-9.43,4.55,1.38,0.00,0.00,0.54,67.3920
32538,-3.91,15.50,13.84,171,0.28,984,0.00,8.50,1.89,108,0.00,0,5.37,-9.43,4.47,1.38,0.00,0.00,0.54,67.5049
32611,-3.91,15.85,13.76,171,0.26,987,0.00,8.50,1.89,108,0.00,0,5.37,-9.43,4.41,1.36,0.00,0.00,0.54,67.2974
32687,-3.91,15.85,13.76,171,0.26,982,0.00,9.50,1.88,108,0.00,0,5.37,-9.43,4.31,1.34,0.00,0.00,0.54,67.4500
32764,-3.91,15.62,13.76,171,0.26,981,0.00,9.50,1.87,108,0.00,0,5.37,-9.43,4.22,1.34,0.00,0.00,0.54,67.2974
32844,-3.91,15.50,13.84,171,0.26,976,0.00,10.50,1.67,108,0.00,0,5.22,-9.58,4.24,1.34,0.00,0.00,0.54,67.1814
32912,-3.91,15.39,13.84,171,0.26,986,0.00,10.50,1.68,108,0.00,0,5.22,-9.58,4.24,1.36,0.00,0.00,0.54,67.2058
32990,-3.91,15.39,13.76,171,0.26,969,0.00,9.50,1.86,108,0.00,0,5.22,-9.58,4.22,1.36,0.00,0.00,0.54,67.0319
33062,-3.91,15.39,13.84,171,0.27,965,0.00,12.50,1.85,108,0.00,0,5.22,-9.58,4.22,1.36,0.00,0.00,0.54,66.9464
33137,-3.91,15.39,13.76,171,0.26,960,0.00,13.00,1.84,108,0.00,0,5.22,-9.58,4.28,1.36,0.00,0.00,0.54,67.0135
33216,-3.91,15.50,13.84,171,0.26,981,0.00,10.50,1.68,108,0.00,0,5.22,-9.58,4.28,1.34,0.00,0.00,0.54,67.1051
33292,-3.91,15.73,13.76,171,0.25,985,0.00,10.50,1.69,108,0.00,0,5.22,-9.58,4.13,1.34,0.00,0.00,0.54,67.1478
33369,-3.91,15.50,13.76,171,0.25,987,0.00,10.00,1.68,108,0.00,0,5.08,-9.72,4.05,1.34,0.00,0.00,0.54,67.0410
33440,-3.91,15.85,13.84,171,0.25,978,0.00,10.50,1.67,108,0.00,0,5.08,-9.72,4.00,1.34,0.00,0.00,0.54,66.8457
33517,-3.91,15.50,13.84,171,0.26,955,0.00,14.50,1.63,108,0.00,0,5.08,-9.72,4.05,1.34,0.00,0.00,0.54,66.5283
33591,-3.91,15.73,13.84,171,0.27,949,0.00,15.50,1.82,108,0.00,0,5.08,-9.72,4.13,1.36,0.00,0.00,0.54,66.4886
33671,-3.91,15.50,13.76,171,0.27,948,0.00,15.00,1.82,108,0.00,0,5.08,-9.72,4.25,1.36,0.00,0.00,0.54,66.7145
33743,-3.91,15.50,13.84,171,0.26,966,0.00,13.00,1.88,108,0.00,0,5.22,-9.58,4.13,1.34,0.00,0.00,0.54,66.9983
33815,-3.91,15.39,13.76,171,0.24,978,0.00,11.50,1.67,108,0.00,0,5.08,-9.72,3.97,1.32,0.00,0.00,0.54,67.0593
33892,-3.91,15.39,13.76,171,0.24,982,0.00,11.50,1.68,108,0.00,0,5.08,-9.72,3.83,1.32,0.00,0.00,0.54,66.8488
33969,-3.91,15.39,13.84,171,0.24,965,0.00,11.50,1.65,108,0.00,0,4.93,-9.87,3.80,1.30,0.00,0.00,0.54,66.6473
34038,-3.91,15.16,13.76,171,0.25,952,0.00,15.00,1.63,108,0.00,0,4.93,-9.87,3.86,1.34,0.00,0.00,0.54,66.5710
34117,-3.91,15.16,13.84,171,0.26,948,0.00,15.50,1.62,108,0.00,0,4.93,-9.87,4.00,1.34,0.00,0.00,0.54,66.5192
34192,-3.91,14.93,13.84,171,0.26,952,0.00,15.00,1.83,108,0.00,0,5.08,-9.72,4.11,1.34,0.00,0.00,0.54,66.5924
34271,-3.91,15.16,13.84,171,0.25,951,0.00,15.00,1.84,108,0.00,0,5.08,-9.72,4.05,1.34,0.00,0.00,0.54,66.6382
34343,-3.91,15.04,13.84,171,0.25,959,0.00,13.50,1.63,108,0.00,0,5.08,-9.72,4.00,1.32,0.00,0.00,0.54,66.5100
34418,-3.91,15.27,13.76,171,0.25,960,0.00,14.00,1.64,108,0.00,0,5.08,-9.72,3.97,1.32,0.00,0.00,0.54,66.5924
34497,-3.91,15.16,13.84,171,0.24,962,0.00,13.50,1.64,108,0.00,0,5.08,-9.72,3.91,1.32,0.00,0.00,0.54,66.6168
34569,-3.91,15.27,13.84,171,0.24,968,0.00,13.00,1.65,108,0.00,0,4.93,-9.87,3.86,1.30,0.00,0.00,0.54,66.6779
34644,-3.91,14.93,13.76,171,0.24,964,0.00,13.00,1.64,108,0.00,0,4.93,-9.87,3.83,1.32,0.00,0.00,0.54,66.5710
34721,-3.91,15.16,13.84,171,0.25,957,0.00,14.00,1.61,108,0.00,0,4.93,-9.87,3.82,1.32,0.00,0.00,0.54,66.3971
34796,-3.91,15.04,13.84,171,0.25,942,0.00,15.50,1.61,108,0.00,0,4.93,-9.87,3.86,1.32,0.00,0.00,0.54,66.4032
34875,-3.91,14.93,13.84,171,0.26,940,0.00,15.50,1.79,108,0.00,0,4.93,-9.87,3.97,1.34,0.00,0.00,0.54,66.2994
34944,-3.91,14.93,13.84,171,0.25,943,0.00,16.50,1.81,108,0.00,0,5.08,-9.72,4.00,1.34,0.00,0.00,0.54,66.4307
35021,-3.91,14.81,13.84,171,0.24,954,0.00,13.50,1.63,108,0.00,0,5.08,-9.72,3.91,1.32,0.00,0.00,0.54,66.5710
35095,-3.91,14.93,13.92,171,0.24,965,0.00,12.00,1.65,108,0.00,0,4.93,-9.87,3.86,1.30,0.00,0.00,0.54,66.5680
35173,-3.91,14.81,13.84,171,0.24,955,0.00,13.00,1.63,108,0.00,0,4.93,-9.87,3.75,1.30,0.00,0.00,0.54,66.5527
35248,-3.91,14.81,13.84,171,0.24,936,0.00,15.50,1.59,108,0.00,0,4.93,-9.87,3.77,1.28,0.00,0.00,0.54,66.4001
35326,-3.91,14.93,13.76,171,0.25,934,0.00,15.50,1.59,108,0.00,0,4.93,-9.87,3.83,1.30,0.00,0.00,0.54,66.3940
35396,-3.91,14.81,13.84,171,0.25,936,0.00,16.00,1.60,108,0.00,0,4.93,-9.87,3.91,1.30,0.00,0.00,0.54,66.3666
35471,-3.91,14.93,13.84,171,0.27,943,0.00,15.00,1.81,108,0.00,0,4.93,-9.87,4.11,1.30,0.00,0.39,0.56,66.4246
35549,-3.91,14.81,13.84,171,0.28,947,0.00,13.50,1.82,108,0.00,0,5.08,-9.72,4.38,1.36,0.00,0.78,0.56,66.4703
35625,-3.91,15.04,13.84,171,0.27,950,0.00,13.50,1.82,108,0.00,0,5.08,-9.72,4.44,1.36,0.00,0.78,0.58,66.8396
35703,-3.91,15.04,13.84,171,0.27,969,0.00,11.50,1.89,108,0.00,0,5.22,-9.58,4.41,1.36,0.00,1.18,0.58,67.0807
35773,-3.91,14.93,13.84,171,0.30,982,0.00,10.00,1.91,108,0.00,0,5.22,-9.58,4.63,1.38,0.00,1.57,0.62,67.2119
35849,-3.91,14.70,13.84,171,0.37,997,0.00,13.50,2.64,108,0.00,0,5.22,-9.43,6.01,1.42,0.00,2.75,0.64,67.5171
35931,-3.91,14.81,13.76,171,0.40,1067,0.00,15.50,2.96,108,0.00,0,5.37,-9.14,6.80,1.50,0.00,3.53,0.66,68.6188
35998,-3.91,14.59,13.84,171,0.41,1110,0.00,17.50,2.84,108,0.00,0,5.95,-8.85,7.33,1.54,0.00,4.31,0.70,70.0867
36075,-3.91,14.59,13.76,171,0.45,1180,0.00,23.00,3.02,108,0.00,0,6.38,-8.42,8.26,1.64,0.00,5.49,0.72,71.7865
36149,-3.91,14.47,13.76,171,0.44,1270,0.00,25.50,3.79,108,0.00,0,6.67,-8.13,9.47,1.70,0.00,5.88,0.74,72.9370
36225,-3.91,13.55,13.76,171,0.43,1350,0.00,26.50,3.66,108,0.00,0,6.96,-7.84,9.97,1.72,0.00,5.88,0.74,73.9624
36303,-3.91,13.67,13.84,171,0.42,1430,0.00,28.50,3.77,108,0.00,0,7.11,-7.69,10.48,1.74,0.00,6.27,0.74,74.6429
36381,-3.91,14.36,13.76,171,0.43,1472,0.00,29.00,3.87,108,0.00,0,7.11,-7.55,10.58,1.74,0.00,6.27,0.74,75.0000
36451,-3.91,14.59,13.76,171,0.42,1522,0.00,29.50,3.90,108,0.00,0,7.25,-7.55,10.83,1.76,0.00,6.27,0.74,75.1038
36526,-3.91,15.27,13.84,171,0.42,1540,0.00,30.00,4.27,108,0.00,0,7.25,-7.55,10.88,1.76,0.00,6.27,0.74,75.1984
36600,-3.91,15.85,13.76,171,0.42,1558,0.00,30.50,4.32,108,0.00,0,7.11,-7.69,11.04,1.78,0.00,6.67,0.76,75.1984
36681,-3.91,15.73,13.84,171,0.43,1562,0.00,30.50,4.30,108,0.00,0,7.11,-7.69,10.98,1.76,0.00,6.67,0.76,75.1678
36752,-3.91,15.50,13.76,171,0.44,1550,0.00,30.50,4.28,108,0.00,0,7.11,-7.69,11.18,1.78,0.00,6.67,0.76,75.0885
36835,-3.91,15.27,13.76,171,0.46,1543,0.00,30.00,4.15,108,0.00,0,7.11,-7.55,11.18,1.78,0.00,6.67,0.76,74.9939
36903,-3.91,15.04,13.84,171,0.47,1444,0.00,29.50,4.31,108,0.00,0,7.25,-7.40,11.08,1.78,0.00,6.67,0.76,74.8352
36977,-3.91,14.81,13.76,171,0.48,1404,0.00,28.50,4.19,108,0.00,0,7.40,-7.40,10.98,1.78,0.00,6.67,0.76,74.7894
37053,-3.91,14.81,13.84,171,0.52,1342,0.00,26.50,4.30,108,0.00,0,7.55,-7.25,11.08,1.78,0.00,6.67,0.76,74.6826
37128,-3.91,14.70,13.76,171,0.54,1297,0.00,26.00,4.15,108,0.00,0,7.69,-7.11,11.18,1.78,0.00,6.67,0.76,74.6490
37203,-3.91,14.59,13.84,171,0.56,1238,0.00,25.50,4.11,108,0.00,0,7.98,-6.82,11.18,1.78,0.00,6.67,0.76,74.7467
37278,-4.69,14.24,13.76,171,0.59,1204,0.00,24.00,3.97,108,0.00,0,8.13,-6.67,11.18,1.78,0.00,6.67,0.76,74.6460
37355,-4.69,14.13,13.84,171,0.60,1162,0.00,23.50,3.88,108,0.00,0,8.56,-6.09,11.18,1.78,0.00,6.67,0.76,74.7711
37430,-4.69,13.67,13.84,171,0.61,1094,0.00,23.00,3.74,108,0.00,0,8.71,-5.66,11.18,1.78,0.00,6.67,0.76,74.8077
37509,-4.69,14.36,13.76,171,0.62,1079,0.00,22.00,3.91,108,0.00,0,9.29,-5.51,11.12,1.78,0.00,6.67,0.76,74.9115
37586,-7.03,13.67,13.84,171,0.63,1064,0.00,21.50,3.63,108,0.00,0,9.43,-5.37,11.08,1.78,0.00,6.67,0.76,75.1251
37656,-7.03,14.24,13.76,171,0.64,1049,0.00,21.00,3.80,108,0.00,0,9.72,-5.08,10.99,1.78,0.00,6.67,0.76,75.1862
37729,-7.03,14.36,13.84,171,0.66,1029,0.00,21.00,3.69,108,0.00,0,9.87,-4.93,11.01,1.76,0.00,6.67,0.76,75.1801
37811,-7.03,14.59,13.84,171,0.66,1017,0.00,21.00,3.62,108,0.00,0,10.01,-4.79,10.94,1.78,0.00,6.67,0.76,75.2838
37881,-7.03,14.93,13.92,171,0.66,999,0.00,20.50,3.80,108,0.00,0,10.16,-4.50,10.88,1.78,0.00,6.67,0.76,75.4425
37957,-7.03,15.16,13.84,171,0.67,977,0.00,20.00,3.75,108,0.00,0,10.30,-4.35,10.78,1.76,0.00,6.67,0.76,75.5341
38035,-7.03,14.93,13.84,171,0.66,969,0.00,20.00,3.72,108,0.00,0,10.59,-4.21,10.83,1.76,0.00,6.67,0.76,75.6561
38107,-7.03,15.27,13.76,172,0.64,976,0.00,20.00,3.54,108,0.00,0,10.59,-4.21,10.63,1.76,0.00,6.67,0.76,75.9033
38183,-7.03,14.93,13.84,172,0.63,996,0.00,21.00,3.61,108,0.00,0,10.74,-4.06,10.53,1.76,0.00,6.67,0.76,76.4587
38257,-7.03,15.16,13.92,172,0.62,1022,0.00,21.00,3.89,108,0.00,0,10.59,-4.21,10.63,1.76,0.00,6.67,0.76,76.7212
38344,-7.03,15.16,13.84,172,0.60,1072,0.00,21.50,4.08,108,0.00,0,10.45,-4.50,10.63,1.74,0.00,6.67,0.76,77.1484
38409,-7.03,15.04,13.92,172,0.59,1155,0.00,22.50,3.94,108,0.00,0,10.30,-4.64,10.78,1.76,0.00,6.67,0.78,77.5940
38483,-7.03,15.27,13.84,172,0.65,1172,0.00,22.50,4.00,108,0.00,0,10.16,-4.64,11.71,1.76,0.00,8.24,0.82,77.5452
38561,-7.03,15.62,13.84,172,0.74,1221,0.00,21.50,5.21,108,0.00,0,10.45,-4.35,13.85,1.92,0.00,9.80,0.88,78.3203
38633,-7.03,15.39,13.84,172,0.83,1262,0.00,20.00,5.93,108,0.00,0,10.74,-4.06,15.54,2.00,0.00,12.16,0.98,79.5868
38709,-6.25,15.16,13.76,172,0.95,1335,0.00,17.50,7.68,108,0.00,0,11.46,-3.34,18.62,2.16,0.00,15.69,1.04,82.4188
38784,-6.25,13.67,13.76,172,0.91,1385,0.00,15.50,6.84,108,0.00,0,12.33,-2.47,21.64,2.16,0.00,15.69,1.04,84.1003
38860,-6.25,12.29,13.76,172,0.84,1395,0.00,16.00,6.00,108,0.00,0,12.77,-1.74,21.04,2.14,0.00,15.69,1.04,85.7239
38935,-6.25,12.75,13.84,172,0.84,1525,0.00,19.50,6.51,108,0.00,0,13.06,-1.89,21.38,2.14,0.00,15.69,1.04,86.4899
39016,-6.25,14.36,13.76,172,0.83,1544,0.00,20.50,7.25,108,0.00,0,12.91,-1.89,21.56,2.16,0.00,15.69,1.04,86.9904
39086,-5.47,15.50,13.84,172,0.82,1623,0.00,23.00,7.62,108,0.00,0,12.91,-1.89,22.33,2.18,0.00,15.69,1.04,87.6709
39162,-5.47,15.96,13.76,172,0.81,1707,0.00,25.00,8.01,108,0.00,0,12.77,-2.03,22.60,2.20,0.00,15.69,1.04,87.9059
39240,-5.47,15.50,13.76,172,0.79,1756,0.00,26.00,7.97,108,0.00,0,12.62,-2.18,23.18,2.20,0.00,14.90,1.02,87.6770
39312,-5.47,14.59,13.76,172,0.75,1780,0.00,27.00,7.43,108,0.00,0,12.19,-2.61,20.52,2.20,0.00,14.51,1.02,87.2345
39386,-5.47,14.70,13.84,172,0.74,1833,0.00,28.50,8.14,108,0.00,0,12.04,-2.90,23.55,2.20,0.00,14.51,1.02,87.5031
39463,-5.47,14.81,13.76,172,0.75,1937,0.00,30.00,8.27,108,0.00,0,11.90,-3.05,24.04,2.22,0.00,14.51,1.02,87.4451
39538,-5.47,15.16,13.76,172,0.72,1960,0.00,30.50,8.36,108,0.00,0,11.75,-3.05,24.22,2.22,0.00,14.51,1.02,87.5000
39615,-3.12,15.04,13.84,172,0.71,2010,0.00,32.00,8.58,108,0.00,0,11.61,-3.19,24.32,2.24,0.00,14.51,1.02,87.8601
39694,-3.12,14.81,13.76,172,0.71,2098,0.00,32.50,8.50,108,0.00,0,11.46,-3.34,24.80,2.24,0.00,14.51,1.02,88.0127
39759,-3.12,14.70,13.76,172,0.70,2144,0.00,33.00,8.80,108,0.00,0,11.46,-3.34,25.08,2.26,0.00,14.51,1.02,87.9425
39839,-3.12,14.70,13.76,172,0.69,2172,0.00,33.00,8.97,108,0.00,0,11.32,-3.48,25.37,2.26,0.00,14.51,1.02,87.9425
39917,-3.12,14.70,13.84,172,0.69,2213,0.00,33.50,9.09,108,0.00,0,11.17,-3.63,25.98,2.26,0.00,14.51,1.02,87.9456
39996,-3.12,14.59,13.84,172,0.69,2304,0.00,33.50,9.34,108,0.00,0,11.17,-3.77,26.30,2.28,0.00,14.90,1.02,87.9578
40071,-3.12,14.59,13.76,172,0.69,2339,0.00,34.00,9.48,108,0.00,0,11.03,-3.77,26.72,2.28,0.00,14.90,1.02,88.0615
40140,-3.12,14.59,13.84,172,0.69,2384,0.00,34.00,9.67,108,0.00,0,11.03,-3.77,27.33,2.30,0.00,14.51,1.02,88.2599
40215,-3.12,14.59,13.76,172,0.69,2412,0.00,34.00,9.99,108,0.00,0,10.88,-3.92,27.75,2.32,0.00,14.51,1.02,88.3118
40291,-3.12,14.70,13.84,172,0.69,2464,0.00,34.00,10.19,108,0.00,0,10.88,-3.92,28.58,2.32,0.00,14.51,1.02,88.2446
40366,-3.91,14.70,13.76,172,0.68,2514,0.00,34.00,9.78,108,0.00,0,10.74,-4.21,28.80,2.34,0.00,14.51,1.02,87.9425
40444,-3.91,14.70,13.76,172,0.68,2568,0.00,34.00,10.41,108,0.00,0,10.59,-4.21,29.46,2.34,0.00,14.51,1.02,87.9181
40521,-3.91,14.81,13.84,172,0.68,2618,0.00,34.00,10.06,108,0.00,0,10.59,-4.21,29.79,2.36,0.00,14.51,1.02,87.7960
40592,-3.91,14.59,13.76,172,0.67,2669,0.00,34.00,10.25,108,0.00,0,10.45,-4.35,30.33,2.36,0.00,14.51,1.02,87.6129
40669,-3.91,14.59,13.84,172,0.67,2696,0.00,34.00,10.35,108,0.00,0,10.45,-4.35,30.12,2.36,0.00,14.51,1.02,87.5610
40740,-3.91,14.59,13.76,172,0.68,2724,0.00,34.00,10.60,108,0.00,0,10.30,-4.50,30.55,2.38,0.00,14.90,1.02,87.5610
40829,-3.91,14.70,13.76,172,0.67,2761,0.00,34.00,10.83,108,0.00,0,10.30,-4.50,31.43,2.38,0.00,14.51,1.02,87.4969
40894,-4.69,14.81,13.76,172,0.67,2820,0.00,34.00,10.93,108,0.00,0,10.30,-4.64,31.87,2.40,0.00,14.51,1.02,87.3016
40970,-4.69,14.81,13.76,172,0.66,2864,0.00,34.00,11.00,108,0.00,0,10.16,-4.64,32.09,2.40,0.00,14.90,1.02,87.2406
41048,-4.69,14.81,13.76,172,0.65,2896,0.00,34.00,11.12,108,0.00,0,10.16,-4.64,31.65,2.40,0.00,14.90,1.02,87.1521
41121,-4.69,14.81,13.84,172,0.64,2963,0.00,34.00,11.38,108,0.00,0,10.16,-4.64,31.98,2.40,0.00,14.90,1.02,86.8195
41197,-4.69,14.93,13.84,172,0.64,3004,0.00,34.00,10.90,108,0.00,0,10.01,-4.79,31.65,2.40,0.00,14.90,1.02,86.5570
41268,-7.03,14.81,13.76,172,0.64,3013,0.00,34.00,11.08,108,0.00,0,10.01,-4.79,32.09,2.42,0.00,14.90,1.02,86.4868
41349,-7.03,15.04,13.84,172,0.62,3055,0.00,34.00,11.23,108,0.00,0,10.01,-4.79,32.09,2.42,0.00,14.90,1.02,86.3220
41423,-7.03,15.16,13.84,172,0.62,3139,0.00,34.00,11.39,108,0.00,0,10.01,-4.93,32.56,2.42,0.00,14.90,1.02,86.1481
41505,-7.03,15.04,13.84,172,0.62,3178,0.00,34.00,11.52,108,0.00,0,9.87,-4.93,32.70,2.42,0.00,14.90,1.02,86.0260
41578,-7.03,14.81,13.84,172,0.61,3182,0.00,34.00,11.54,108,0.00,0,9.87,-4.93,32.91,2.42,0.00,14.90,1.02,85.8795
41651,-7.03,14.81,13.92,172,0.60,3223,0.00,34.00,11.69,108,0.00,0,9.87,-4.93,32.61,2.42,0.00,14.90,1.02,85.8795
41721,-7.03,14.81,13.84,172,0.60,3266,0.00,34.00,12.01,108,0.00,0,9.72,-5.08,32.97,2.42,0.00,14.90,1.02,85.7178
41802,-7.03,14.93,13.84,172,0.55,3312,0.00,34.50,11.29,108,0.00,0,9.72,-5.08,32.28,2.42,0.00,14.90,0.82,85.5591
41880,-7.03,14.47,13.76,172,0.32,3308,0.00,34.50,0.00,108,0.00,0,9.58,-8.85,12.52,2.34,0.00,0.00,0.54,79.4159
41955,-6.25,12.52,13.84,172,0.22,3183,0.00,37.00,0.00,106,0.00,0,5.95,-10.01,8.05,1.82,0.00,0.00,0.54,73.9136
42036,-6.25,12.40,13.84,172,0.19,3098,0.00,33.50,0.00,106,0.00,0,4.21,-10.59,11.27,1.58,0.00,0.00,0.54,73.4863
42103,-6.25,14.24,13.92,172,0.17,3041,0.00,28.00,0.00,106,0.00,0,3.92,-10.88,8.78,1.46,0.00,0.00,0.54,73.1262
42178,-6.25,15.85,13.92,172,0.16,2946,0.00,25.00,0.00,106,0.00,0,3.63,-11.17,9.64,1.74,0.00,0.00,0.54,72.3602
42253,-6.25,18.83,13.92,172,0.16,2822,0.00,22.50,0.00,106,0.00,0,3.63,-11.17,5.53,1.44,0.00,0.00,0.54,71.8475
42328,-6.25,22.28,13.92,172,0.21,2695,0.00,20.00,0.00,106,0.00,0,3.63,-11.17,9.03,1.70,0.00,0.00,0.54,71.5210
42404,-6.25,23.54,13.84,172,0.18,2441,0.00,18.00,0.00,106,0.00,0,3.63,-11.17,8.11,1.50,0.00,0.00,0.54,71.1884
42479,-5.47,23.54,13.84,172,0.15,2338,0.00,16.50,0.00,106,0.00,0,3.63,-11.17,7.13,1.66,0.00,0.00,0.54,70.8435
42562,-3.91,23.77,13.92,172,0.22,2208,0.00,15.50,0.00,106,0.00,0,3.63,-11.17,7.10,1.58,0.00,0.78,0.58,70.4865
42632,-3.91,23.43,13.84,172,0.21,2096,0.00,15.50,3.13,106,0.00,0,3.77,-11.03,6.87,1.56,0.00,1.96,0.62,70.1477
42697,-3.91,23.43,13.84,172,0.21,2011,0.00,16.00,2.89,106,0.00,0,3.92,-10.88,7.15,1.52,0.00,2.75,0.64,70.0012
42791,-3.91,23.54,13.84,172,0.24,1935,0.00,17.00,3.24,106,0.00,0,3.92,-10.88,7.32,1.56,0.00,3.53,0.68,70.0012
42856,-3.91,23.66,13.84,172,0.27,1900,0.00,19.00,3.58,106,0.00,0,4.06,-10.59,8.09,1.58,0.00,4.71,0.70,70.0012
42932,-3.91,21.59,13.84,172,0.32,1861,0.00,22.50,3.97,106,0.00,0,4.21,-10.30,9.09,1.62,0.00,5.88,0.74,70.0012
43008,-3.91,17.80,13.84,172,0.33,1870,0.00,27.50,3.99,106,0.00,0,4.93,-9.87,9.95,1.68,0.00,6.27,0.74,70.0012
43082,-3.91,15.39,13.84,172,0.37,1853,0.00,31.00,4.35,106,0.00,0,5.22,-9.58,10.58,1.74,0.00,6.27,0.76,70.6482
43165,-3.91,14.59,13.76,172,0.39,1791,0.00,32.00,4.58,106,0.00,0,5.51,-9.29,11.08,1.78,0.00,7.06,0.78,71.7224
43233,-3.91,13.90,13.84,172,0.48,1826,0.00,34.00,5.50,106,0.00,0,5.95,-8.85,11.87,1.82,0.00,8.24,0.84,72.8485
43307,-3.91,13.90,13.84,172,0.58,1843,0.00,34.00,6.52,106,0.00,0,6.53,-8.27,14.41,1.94,0.00,10.20,0.86,75.4333
43385,-3.91,14.47,13.84,172,0.64,1797,0.00,32.50,6.73,106,0.00,0,7.25,-6.82,18.40,2.02,0.00,10.59,0.92,77.4597
43459,-3.91,14.36,13.84,172,0.75,1849,0.00,32.50,7.89,106,0.00,0,7.98,-5.80,22.15,2.08,0.00,12.94,0.96,80.3223
43546,-3.91,13.67,13.76,172,0.85,1838,0.00,29.00,7.45,106,0.00,0,9.87,-4.93,23.14,2.22,0.00,14.12,1.04,82.8979
43609,-3.91,13.55,13.84,172,0.85,1886,0.00,27.50,8.85,106,0.00,0,10.88,-3.92,26.82,2.28,0.00,15.69,1.06,85.2661
43685,-3.12,13.78,13.76,172,0.85,1883,0.00,27.50,8.77,106,0.00,0,11.46,-3.34,26.62,2.28,0.00,16.08,1.06,86.5265
43763,-3.12,14.36,13.84,172,0.84,1869,0.00,27.00,8.63,106,0.00,0,11.90,-2.90,26.51,2.28,0.00,16.47,1.08,87.7167
43832,-3.12,14.81,13.76,172,0.88,1926,0.00,28.50,8.99,106,0.00,0,12.19,-2.32,27.44,2.28,0.00,17.25,1.12,88.2202
43910,-3.12,15.04,13.84,172,0.88,1947,0.00,28.00,9.55,106,0.00,0,12.48,-2.03,28.70,2.30,0.00,18.43,1.14,89.4775
43986,-3.12,15.04,13.76,172,0.88,1967,0.00,27.00,9.65,106,0.00,0,12.91,-1.89,28.81,2.34,0.00,18.82,1.14,90.0635
44066,-3.12,15.04,13.76,172,0.87,1960,0.00,28.00,9.62,106,0.00,0,13.06,-1.74,28.81,2.34,0.00,18.82,1.14,90.3290
44138,-3.12,15.16,13.84,172,0.87,2004,0.00,29.00,9.83,106,0.00,0,13.20,-1.60,29.24,2.34,0.00,18.82,1.14,90.8203
44221,-3.12,15.16,13.76,172,0.88,2012,0.00,28.50,9.92,106,0.00,0,13.20,-1.60,29.46,2.36,0.00,19.22,1.16,90.9271
44287,-3.12,15.27,13.84,172,0.86,2022,0.00,29.50,9.69,106,0.00,0,13.35,-1.45,29.46,2.36,0.00,19.22,1.16,91.2262
44363,-3.12,15.16,13.76,172,0.88,2065,0.00,30.00,10.09,106,0.00,0,13.35,-1.45,29.68,2.36,0.00,19.22,1.16,91.4032
44438,-3.12,15.39,13.76,172,0.87,2070,0.00,29.50,10.16,106,0.00,0,13.35,-1.31,30.44,2.36,0.00,19.22,1.16,91.5405
44522,-3.12,15.27,13.84,172,0.87,2127,0.00,28.50,10.44,106,0.00,0,13.49,-1.31,30.55,2.38,0.00,19.61,1.16,91.8671
44587,-3.12,15.16,13.76,172,0.88,2116,0.00,29.50,10.83,106,0.00,0,13.49,-1.31,31.23,2.38,0.00,19.61,1.18,91.9312
44665,-3.12,15.16,13.84,172,0.87,2139,0.00,29.50,10.50,106,0.00,0,13.64,-1.16,31.22,2.38,0.00,19.61,1.18,92.2211
44747,-3.12,14.93,13.76,172,0.88,2179,0.00,30.50,11.13,106,0.00,0,13.64,-1.16,31.34,2.40,0.00,19.61,1.18,92.3157
44813,-3.12,15.16,13.84,172,0.88,2174,0.00,30.00,10.80,106,0.00,0,13.64,-1.16,31.98,2.40,0.00,19.61,1.18,92.5629
44890,-3.12,14.93,13.76,172,0.89,2200,0.00,30.00,10.94,106,0.00,0,13.64,-1.16,32.68,2.42,0.00,19.61,1.18,92.6575
44969,-3.12,14.81,13.84,172,0.88,2236,0.00,30.00,11.45,106,0.00,0,13.78,-1.02,32.92,2.42,0.00,20.00,1.18,92.7185
45041,-3.12,14.93,13.84,172,0.89,2284,0.00,30.00,11.70,106,0.00,0,13.64,-1.16,33.54,2.44,0.00,20.00,1.18,92.9016
45114,-3.12,15.04,13.84,172,0.89,2280,0.00,29.00,11.67,106,0.00,0,13.78,-1.02,34.01,2.46,0.00,20.00,1.20,93.0237
45191,-3.12,14.81,13.84,174,0.90,2312,0.00,29.50,11.94,106,0.00,0,13.78,-1.02,34.38,2.46,0.00,20.00,1.20,93.2648
