Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
118945,-3.91,14.70,14.00,181,0.65,2121,0.00,30.50,7.24,73,0.00,0,9.43,-5.22,23.18,2.20,11.37,0.92,83.6609
119017,-3.91,14.70,13.92,181,0.63,2120,0.00,30.50,7.73,73,0.00,0,9.43,-5.08,23.08,2.20,11.37,0.92,83.6761
119091,-3.91,14.70,14.00,181,0.66,2131,0.00,30.50,7.72,73,0.00,0,9.58,-5.08,23.55,2.20,11.37,0.92,83.7494
119163,-3.91,14.81,14.00,181,0.65,2130,0.00,30.50,7.26,73,0.00,0,9.58,-5.08,23.36,2.20,11.37,0.92,83.8257
119236,-3.91,14.81,14.00,181,0.66,2126,0.00,30.50,7.75,73,0.00,0,9.58,-5.08,23.46,2.22,11.37,0.92,83.8593
119309,-3.91,14.81,14.00,181,0.67,2138,0.00,30.50,7.74,73,0.00,0,9.58,-5.08,23.65,2.22,11.37,0.92,83.9905
119382,-3.91,14.81,14.00,181,0.66,2126,0.00,30.50,7.71,73,0.00,0,9.58,-5.08,23.36,2.22,11.76,0.92,83.9264
119455,-3.91,14.70,14.00,181,0.67,2158,0.00,30.50,7.37,73,0.00,0,9.58,-5.08,23.46,2.22,11.37,0.92,83.9569
119529,-3.91,14.81,13.92,181,0.66,2135,0.00,30.50,7.74,73,0.00,0,9.72,-4.93,23.74,2.22,11.37,0.92,84.1705
119602,-3.91,14.81,13.92,181,0.67,2148,0.00,30.50,7.79,73,0.00,0,9.72,-4.93,23.74,2.22,11.76,0.92,84.1003
119675,-3.91,14.81,13.92,181,0.67,2159,0.00,30.50,7.75,73,0.00,0,9.72,-4.93,24.13,2.22,11.76,0.92,84.0698
119747,-3.91,14.81,14.00,181,0.66,2136,0.00,30.50,7.82,73,0.00,0,9.72,-4.93,23.94,2.22,11.76,0.92,84.2102
119820,-3.91,14.70,13.92,181,0.67,2157,0.00,30.00,7.83,73,0.00,0,9.72,-4.93,23.94,2.22,11.76,0.92,84.1980
119894,-3.91,14.70,13.92,181,0.67,2160,0.00,30.50,7.81,73,0.00,0,9.72,-4.93,24.23,2.22,11.76,0.92,84.1461
119967,-3.91,14.81,14.00,181,0.67,2154,0.00,30.50,7.89,73,0.00,0,9.72,-4.93,23.93,2.22,11.76,0.92,84.2102
120040,-3.91,14.81,13.92,181,0.67,2160,0.00,30.00,7.83,73,0.00,0,9.72,-4.93,24.32,2.22,11.76,0.92,84.2499
120114,-3.91,14.81,13.92,181,0.68,2169,0.00,30.50,7.87,73,0.00,0,9.72,-4.93,24.22,2.24,11.76,0.92,84.2560
120187,-3.91,14.81,14.00,181,0.68,2169,0.00,30.00,7.87,73,0.00,0,9.72,-4.93,24.32,2.22,11.76,0.92,84.2773
120261,-3.91,14.81,13.92,181,0.67,2167,0.00,30.00,7.90,73,0.00,0,9.72,-4.93,24.80,2.24,11.76,0.92,84.3506
120335,-3.91,14.70,13.92,181,0.67,2178,0.00,30.50,7.92,73,0.00,0,9.72,-4.93,24.41,2.24,11.76,0.92,84.3750
120407,-3.91,14.70,13.92,181,0.68,2184,0.00,30.00,7.87,73,0.00,0,9.72,-4.93,24.60,2.22,11.76,0.92,84.2773
120482,-3.91,14.59,13.92,181,0.67,2169,0.00,30.50,7.95,73,0.00,0,9.72,-4.93,24.51,2.24,11.76,0.92,84.3262
120554,-3.91,14.70,13.92,181,0.67,2192,0.00,30.50,7.92,73,0.00,0,9.72,-4.93,24.41,2.24,11.76,0.92,84.4025
120628,-3.91,14.81,13.92,181,0.67,2188,0.00,30.00,7.94,73,0.00,0,9.72,-4.93,24.69,2.24,11.76,0.92,84.2987
120700,-3.91,14.93,13.92,181,0.67,2203,0.00,30.50,7.52,73,0.00,0,9.72,-4.93,24.13,2.24,11.76,0.92,84.3903
120773,-3.91,14.81,14.00,181,0.68,2176,0.00,30.00,7.89,73,0.00,0,9.72,-4.93,24.51,2.24,11.76,0.92,84.4604
120847,-3.91,14.81,13.84,181,0.67,2199,0.00,30.00,7.98,73,0.00,0,9.72,-5.08,24.80,2.24,11.76,0.92,84.2804
120920,-3.91,14.81,13.92,181,0.62,2197,0.00,31.50,7.48,73,0.00,0,9.58,-5.51,23.55,2.18,10.59,0.88,83.3679
120993,-3.91,14.70,13.92,181,0.59,2191,0.00,33.00,7.09,73,0.00,0,9.14,-5.80,21.64,2.14,10.20,0.86,82.6752
121065,-3.91,14.70,14.00,181,0.57,2216,0.00,34.00,7.00,72,0.00,0,8.85,-6.09,20.79,2.12,9.80,0.86,81.6620
121138,-3.91,14.47,13.92,181,0.55,2187,0.00,34.50,6.61,72,0.00,0,8.56,-6.38,20.03,2.08,9.41,0.84,80.5969
121211,-3.91,14.47,13.92,181,0.52,2212,0.00,35.50,6.60,72,0.00,0,8.27,-6.53,19.00,2.08,9.02,0.84,79.9408
121284,-3.91,14.47,13.92,181,0.48,2200,0.00,35.50,6.10,72,0.00,0,8.13,-6.82,18.01,2.04,8.63,0.82,79.0100
121357,-3.91,14.59,13.92,181,0.46,2217,0.00,35.50,5.67,73,0.00,0,7.55,-7.11,16.97,2.02,8.24,0.80,78.1830
121431,-3.91,14.59,14.00,181,0.44,2202,0.00,35.50,5.64,73,0.00,0,7.25,-7.40,15.81,1.96,7.45,0.80,77.1698
121503,-2.34,14.81,13.92,181,0.42,2208,0.00,35.50,5.65,73,0.00,0,6.96,-7.98,15.08,1.94,7.45,0.78,76.1536
121575,-2.34,14.93,13.92,181,0.40,2223,0.00,35.50,5.16,73,0.00,0,6.67,-8.13,14.58,1.90,7.06,0.78,75.3723
121649,-2.34,14.70,13.92,181,0.39,2200,0.00,35.50,5.21,73,0.00,0,6.53,-8.42,13.98,1.90,7.06,0.76,74.7223
121723,-2.34,14.13,13.92,181,0.36,2221,0.00,35.50,4.68,72,0.00,0,6.24,-8.56,13.70,1.86,6.67,0.76,74.0814
121795,-2.34,14.24,13.92,181,0.36,2192,0.00,35.00,4.74,72,0.00,0,6.09,-8.71,13.46,1.86,6.67,0.76,73.6328
121868,-2.34,14.47,14.00,181,0.35,2221,0.00,34.50,4.71,72,0.00,0,5.95,-8.71,13.10,1.86,6.67,0.76,73.3917
121941,-2.34,14.70,13.92,181,0.35,2211,0.00,34.50,4.72,72,0.00,0,5.95,-8.85,12.83,1.86,6.67,0.76,73.0621
122014,-2.34,14.93,13.92,181,0.35,2212,0.00,34.50,4.72,72,0.00,0,5.80,-8.85,12.83,1.86,6.67,0.76,72.9095
122088,-2.34,14.93,13.92,181,0.34,2196,0.00,34.50,4.69,72,0.00,0,5.66,-9.00,12.78,1.86,6.27,0.76,72.6898
122160,-2.34,14.93,13.92,181,0.35,2220,0.00,34.50,4.73,72,0.00,0,5.66,-9.00,12.62,1.84,6.27,0.76,72.4884
122233,-2.34,14.81,14.00,181,0.37,2191,0.00,34.50,4.73,72,0.00,0,5.66,-9.00,12.73,1.84,6.27,0.76,72.4701
122306,-2.34,14.81,14.00,181,0.34,2220,0.00,34.00,4.71,72,0.00,0,5.66,-9.00,12.56,1.84,6.27,0.74,72.2900
122379,-2.34,14.70,13.92,181,0.34,2207,0.00,34.00,4.70,72,0.00,0,5.66,-9.14,12.40,1.84,6.27,0.74,72.1558
122452,-2.34,14.70,14.00,181,0.33,2202,0.00,34.00,4.23,72,0.00,0,5.51,-9.14,12.40,1.82,6.27,0.74,71.8750
122525,-2.34,14.70,14.00,181,0.32,2204,0.00,34.00,4.22,72,0.00,0,5.51,-9.29,12.29,1.82,5.88,0.74,71.7682
122599,-2.34,14.59,14.00,181,0.33,2204,0.00,34.00,4.23,72,0.00,0,5.37,-9.29,11.86,1.82,5.88,0.74,71.5515
122671,-2.34,14.47,13.92,181,0.32,2198,0.00,34.00,4.22,72,0.00,0,5.37,-9.29,11.75,1.82,5.88,0.74,71.4752
122744,-2.34,14.59,14.00,181,0.32,2205,0.00,34.00,4.23,73,0.00,0,5.22,-9.43,11.80,1.80,5.88,0.74,71.2189
122817,-2.34,14.59,14.00,181,0.30,2201,0.00,34.00,4.23,73,0.00,0,5.22,-9.43,11.49,1.78,5.88,0.74,71.1487
122891,-2.34,14.59,14.00,181,0.31,2205,0.00,33.50,4.22,73,0.00,0,5.22,-9.58,11.22,1.78,5.49,0.72,70.8649
122963,-2.34,14.70,14.00,181,0.30,2197,0.00,33.50,4.23,73,0.00,0,5.08,-9.58,11.13,1.78,5.49,0.72,70.8008
123036,-2.34,14.93,13.92,181,0.30,2204,0.00,33.00,4.21,73,0.00,0,5.08,-9.58,11.18,1.78,5.49,0.72,70.5688
123108,-2.34,14.81,13.92,181,0.30,2192,0.00,33.50,4.22,73,0.00,0,5.08,-9.58,11.13,1.78,5.49,0.72,70.4956
123182,-2.34,14.70,14.00,181,0.29,2194,0.00,33.00,4.21,72,0.00,0,5.08,-9.72,10.93,1.76,5.49,0.72,70.4559
123254,-2.34,14.81,14.00,181,0.29,2198,0.00,33.00,4.22,72,0.00,0,4.93,-9.72,10.68,1.76,5.49,0.72,70.4956
123329,-2.34,14.70,14.00,181,0.29,2191,0.00,33.00,4.21,72,0.00,0,4.93,-9.72,10.72,1.76,5.49,0.72,70.4956
123403,-2.34,14.59,13.92,181,0.29,2186,0.00,33.00,3.73,72,0.00,0,4.93,-9.72,10.58,1.76,5.49,0.72,70.4529
123474,-2.34,14.59,14.00,181,0.29,2194,0.00,33.00,3.73,72,0.00,0,4.93,-9.87,10.63,1.74,5.10,0.72,70.4865
123547,-2.34,14.59,14.00,181,0.27,2188,0.00,33.00,3.75,72,0.00,0,4.79,-9.87,10.48,1.74,5.10,0.70,70.4865
123620,-2.34,14.70,14.00,181,0.27,2194,0.00,33.00,3.74,72,0.00,0,4.79,-10.01,10.01,1.68,4.31,0.68,70.4529
123693,-2.34,14.70,13.92,181,0.24,2194,0.00,32.00,3.71,72,0.00,0,4.64,-10.16,9.47,1.66,3.92,0.68,70.4651
123766,-2.34,14.70,14.00,181,0.23,2177,0.00,32.00,3.25,72,0.00,0,4.50,-10.30,8.81,1.60,3.14,0.62,70.4224
123839,-2.34,14.47,14.00,181,0.20,2151,0.00,31.00,3.21,72,0.00,0,4.35,-10.74,9.22,1.50,1.57,0.58,70.3827
123912,-2.34,14.47,13.92,181,0.18,2179,0.00,31.00,2.79,72,0.00,0,3.63,-11.03,5.71,1.44,1.18,0.58,70.5048
123985,-2.34,14.47,14.00,181,0.16,2184,0.00,29.50,0.00,73,0.00,0,3.48,-11.17,5.85,1.46,1.18,0.58,70.3522
124058,-2.34,14.01,13.92,181,0.16,2172,0.00,27.00,0.00,72,0.00,0,3.48,-11.17,5.91,1.46,1.18,0.58,70.4437
124130,-2.34,14.47,13.92,181,0.16,2172,0.00,26.00,0.00,72,0.00,0,3.48,-11.32,5.84,1.46,0.78,0.58,70.4285
124204,-2.34,14.93,13.92,181,0.15,2172,0.00,21.00,0.00,72,0.00,0,3.34,-11.32,5.78,1.44,0.39,0.56,70.3979
124277,-2.34,18.15,14.00,181,0.15,2160,0.00,19.50,0.00,72,0.00,0,3.34,-11.32,5.58,1.42,0.39,0.56,70.4254
124350,-2.34,20.67,13.92,181,0.14,2175,0.00,17.50,0.00,73,0.00,0,3.34,-11.32,5.46,1.42,0.39,0.54,70.3796
124423,-2.34,23.08,13.92,181,0.13,2146,0.00,15.50,0.00,73,0.00,0,3.34,-11.32,5.33,1.38,0.00,0.54,70.3949
124496,-2.34,24.69,13.92,181,0.13,2149,0.00,15.50,0.00,73,0.00,0,3.34,-11.46,4.73,1.38,0.00,0.54,70.3888
124569,-2.34,25.38,13.92,181,0.13,2152,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.38,0.00,0.54,70.3613
124642,-2.34,25.38,14.00,181,0.13,2135,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.67,1.38,0.00,0.54,70.3613
124715,-2.34,24.35,13.92,181,0.13,2151,0.00,15.50,0.00,72,0.00,0,3.19,-11.46,4.70,1.38,0.00,0.54,70.3674
124788,-2.34,23.66,14.00,181,0.13,2142,0.00,15.50,0.00,72,0.00,0,3.19,-11.61,4.70,1.36,0.00,0.54,70.3308
124862,-2.34,23.66,13.92,181,0.13,2133,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.68,1.38,0.00,0.54,70.3613
124934,-2.34,23.89,14.00,181,0.13,2145,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.67,1.36,0.00,0.54,70.3369
125007,-2.34,23.77,13.92,181,0.13,2125,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.68,1.38,0.00,0.54,70.3033
125080,-2.34,23.54,14.00,181,0.13,2132,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.68,1.38,0.00,0.54,70.3247
125153,-2.34,23.77,13.92,181,0.13,2119,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.72,1.38,0.00,0.54,70.2972
125226,-2.34,23.89,14.00,181,0.13,2114,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.73,1.38,0.00,0.54,70.3033
125300,-2.34,23.66,14.00,181,0.13,2124,0.00,15.50,0.00,72,0.00,0,3.05,-11.61,4.70,1.38,0.00,0.54,70.2820
125373,-2.34,23.66,14.00,181,0.13,2103,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.73,1.38,0.00,0.54,70.2759
125445,-2.34,23.89,14.00,181,0.13,2110,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.70,1.38,0.00,0.54,70.2789
125519,-2.34,23.54,14.00,181,0.13,2111,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.64,1.38,0.00,0.54,70.2423
125592,-2.34,24.00,14.00,181,0.13,2112,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.57,1.38,0.00,0.54,70.2759
125664,-2.34,23.89,14.00,181,0.13,2100,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.70,1.38,0.00,0.54,70.2209
125737,-2.34,23.89,13.92,181,0.13,2103,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.70,1.38,0.00,0.54,70.2454
125811,-2.34,23.89,14.00,181,0.13,2087,0.00,15.50,0.00,73,0.00,0,3.05,-11.61,4.70,1.36,0.00,0.54,70.2240
125884,-2.34,23.77,14.00,181,0.13,2084,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.73,1.38,0.00,0.54,70.2240
125957,-2.34,24.12,14.00,181,0.13,2096,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.38,0.00,0.54,70.2087
126030,-2.34,23.77,14.00,181,0.13,2083,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.67,1.38,0.00,0.54,70.1996
126103,-2.34,23.66,14.00,181,0.13,2080,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.2057
126176,-2.34,23.77,14.00,181,0.13,2070,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.67,1.36,0.00,0.54,70.1569
126249,-2.34,23.89,14.00,181,0.14,2077,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.1935
126323,-2.34,24.00,13.92,181,0.14,2068,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.1477
126395,-2.34,23.89,14.00,181,0.14,2071,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.1599
126469,-2.34,24.00,14.00,181,0.13,2062,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.67,1.38,0.00,0.54,70.1385
126543,-2.34,23.66,14.00,181,0.14,2051,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.73,1.38,0.00,0.54,70.1477
126614,-2.34,24.00,14.00,181,0.14,2051,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.1050
126688,-2.34,23.89,13.92,181,0.14,2042,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.73,1.36,0.00,0.54,70.1355
126761,-2.34,24.00,14.00,181,0.14,2054,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.73,1.38,0.00,0.54,70.0928
126834,-2.34,24.00,14.00,181,0.14,2044,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.0928
126907,-2.34,23.66,14.00,181,0.14,2034,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.67,1.38,0.00,0.54,70.0928
126980,-2.34,23.89,14.00,181,0.14,2032,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0867
127053,-2.34,23.66,14.00,181,0.14,2041,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.70,1.38,0.00,0.54,70.0531
127126,-2.34,23.54,14.00,181,0.14,2018,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.70,1.38,0.00,0.54,70.0867
127199,-2.34,23.89,14.00,181,0.14,2024,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.70,1.38,0.00,0.54,70.0378
127272,-2.34,23.66,13.92,181,0.14,2015,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.36,0.00,0.54,70.0500
127346,-2.34,23.89,14.00,181,0.14,2020,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.70,1.38,0.00,0.54,70.0592
127419,-2.34,23.54,14.00,181,0.14,2024,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.38,0.00,0.54,70.0012
127492,-2.34,23.89,14.00,181,0.14,2001,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.38,0.00,0.54,70.0348
127565,-2.34,23.54,13.92,181,0.14,2008,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0134
127637,-2.34,23.89,13.92,181,0.14,2006,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
127711,-2.34,23.54,14.00,181,0.14,2007,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.38,0.00,0.54,70.0012
127785,-2.34,23.77,13.92,181,0.14,1984,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.0073
127857,-2.34,23.43,14.00,181,0.14,1996,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
127930,-2.34,23.77,13.92,181,0.14,1977,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.36,0.00,0.54,70.0012
128003,-2.34,23.54,14.00,181,0.14,1993,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.0012
128077,-2.34,23.54,13.92,181,0.14,1981,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
128150,-2.34,23.77,14.00,181,0.14,1985,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
128223,-2.34,23.54,13.92,181,0.14,1964,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.70,1.38,0.00,0.54,70.0012
128296,-2.34,23.77,14.00,181,0.14,1970,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.0012
128370,-2.34,23.77,13.92,181,0.14,1967,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
128442,-2.34,23.77,13.92,181,0.14,1973,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
128515,-2.34,23.77,14.00,181,0.14,1965,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
128588,-2.34,23.89,13.92,181,0.14,1965,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
128661,-2.34,23.77,14.00,181,0.14,1956,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
128735,-2.34,23.66,14.00,181,0.14,1940,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
128809,-2.34,24.00,14.00,181,0.14,1952,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.36,0.00,0.54,70.0012
128881,-2.34,23.77,13.92,181,0.14,1952,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.0012
128953,-2.34,23.89,14.00,181,0.14,1938,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.38,0.00,0.54,70.0012
129027,-2.34,23.77,14.00,181,0.14,1946,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
129100,-2.34,23.66,14.00,181,0.14,1934,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
129173,-2.34,23.89,13.92,181,0.15,1920,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
129245,-2.34,23.66,14.00,181,0.15,1928,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.36,0.00,0.54,70.0012
129320,-2.34,23.89,14.00,181,0.14,1910,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.70,1.36,0.00,0.54,70.0012
129392,-2.34,23.54,14.08,181,0.15,1923,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.68,1.36,0.00,0.54,70.0012
129465,-2.34,23.54,14.00,181,0.14,1904,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
129539,-2.34,23.89,14.00,181,0.15,1910,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
129611,-2.34,23.89,14.00,181,0.15,1914,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
129685,-2.34,23.89,14.00,181,0.15,1910,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.67,1.38,0.00,0.54,70.0012
129758,-2.34,23.54,14.00,181,0.15,1904,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.70,1.38,0.00,0.54,70.0012
129830,-2.34,23.43,14.00,181,0.15,1910,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
129904,-2.34,23.54,13.92,181,0.15,1881,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
129976,-2.34,23.66,14.00,181,0.15,1899,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
130050,-2.34,23.89,14.00,181,0.15,1874,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
130123,-2.34,23.89,14.00,181,0.15,1868,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
130196,-2.34,23.89,14.00,181,0.15,1883,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
130268,-2.34,23.54,14.00,181,0.15,1863,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
130342,-2.34,23.89,14.00,181,0.15,1873,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.0012
130414,-2.34,23.77,14.00,181,0.15,1862,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
130487,-2.34,23.54,13.92,181,0.15,1863,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.36,0.00,0.54,70.0012
130561,-2.34,23.77,13.92,181,0.15,1880,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
130634,-2.34,23.77,14.00,181,0.15,1850,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
130706,-2.34,23.66,14.00,181,0.15,1877,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.36,0.00,0.54,70.0012
130779,-2.34,23.43,13.92,181,0.15,1869,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.57,1.36,0.00,0.54,70.0012
130852,-2.34,23.66,13.92,181,0.15,1835,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
130924,-2.34,23.66,14.00,181,0.15,1860,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.36,0.00,0.54,70.0012
130998,-2.34,23.66,13.92,181,0.15,1831,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
131071,-2.34,23.54,14.00,181,0.15,1850,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
131144,-2.34,23.66,13.92,181,0.15,1829,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
131218,-2.34,23.54,14.00,181,0.15,1838,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
131291,-2.34,23.89,13.92,181,0.16,1828,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
131364,-2.34,23.54,14.00,181,0.15,1826,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
131437,-2.34,23.54,13.92,181,0.15,1816,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.38,0.00,0.54,70.0012
131509,-2.34,23.66,13.92,181,0.15,1827,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.36,0.00,0.54,70.0012
131583,-2.34,23.66,14.00,181,0.15,1806,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.36,0.00,0.54,70.0012
131657,-2.34,23.89,13.92,180,0.15,1824,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.36,0.00,0.54,70.0012
131729,-2.34,23.89,14.00,180,0.15,1799,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
131802,-2.34,23.54,13.92,181,0.15,1818,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
131876,-2.34,23.89,13.92,181,0.15,1786,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.64,1.36,0.00,0.54,70.0012
131949,-2.34,23.54,13.92,181,0.15,1802,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.57,1.36,0.00,0.54,70.0012
132020,-2.34,23.89,14.00,181,0.15,1796,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.36,0.00,0.54,70.0012
132094,-2.34,23.77,13.92,181,0.15,1774,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.63,1.38,0.00,0.54,70.0012
132167,-2.34,23.43,14.00,181,0.16,1788,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.61,1.38,0.00,0.54,70.0012
132240,-2.34,23.77,14.00,181,0.15,1773,0.00,15.50,0.00,73,0.00,0,3.19,-11.46,4.57,1.36,0.00,0.54,70.0012
