Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),A/F Learning #1 (%)
76436,14.59,13.76,181,2947,74.90,35.50,5.02,43,0.00,4.35,3.14,41,0.24,0.00,0,0.0,-10.45,11.61,0.00,0.66,-10.16
76516,14.70,13.76,181,2983,74.90,35.50,5.09,43,0.00,4.21,3.14,41,0.23,0.00,0,0.0,-10.45,11.40,0.00,0.66,-11.72
76593,14.70,13.68,181,2965,74.90,35.50,4.43,43,0.00,4.21,3.14,41,0.22,0.00,0,0.0,-10.45,11.09,0.00,0.64,-11.72
76670,14.70,13.76,181,2933,74.90,35.50,4.38,43,0.00,4.06,3.14,41,0.23,0.00,0,0.0,-10.45,11.40,0.00,0.64,-11.72
76749,14.81,13.76,181,2942,74.90,35.50,4.39,43,0.00,4.21,3.14,41,0.23,0.00,0,0.0,-10.59,11.19,0.00,0.64,-11.72
76826,15.27,13.76,181,2952,74.90,35.50,4.41,43,0.00,4.06,3.14,41,0.23,0.00,0,0.0,-10.59,11.09,0.00,0.64,-11.72
76903,15.16,13.76,181,2950,74.90,35.50,4.41,43,0.00,4.06,3.14,41,0.23,0.00,0,0.0,-10.59,11.04,0.00,0.64,-11.72
76981,14.81,13.76,181,2928,74.90,35.50,4.37,43,0.00,4.06,3.14,41,0.23,0.00,0,0.0,-10.59,11.25,0.00,0.64,-11.72
77058,14.70,13.84,181,2933,74.90,35.50,4.38,43,0.00,4.06,3.14,41,0.23,0.00,0,0.0,-10.59,11.24,0.00,0.64,-11.72
77136,14.70,13.84,181,2950,74.90,35.50,4.41,43,0.00,4.21,3.14,41,0.23,0.00,0,0.0,-10.59,11.35,0.00,0.64,-11.72
77214,14.59,13.76,181,2948,74.90,35.50,4.40,43,0.00,4.06,3.14,41,0.23,0.00,0,0.0,-10.45,11.09,0.00,0.64,-11.72
77292,14.59,13.84,181,2912,74.90,35.50,4.39,43,0.00,4.21,3.14,40,0.23,0.00,0,0.0,-10.45,11.15,0.00,0.64,-11.72
77369,14.70,13.84,181,2922,74.90,35.50,4.36,43,0.00,4.21,3.14,40,0.24,0.00,0,0.0,-10.45,11.51,0.00,0.64,-11.72
77446,14.70,13.84,181,2930,74.90,35.50,5.00,43,0.00,4.21,3.92,40,0.26,0.00,0,0.0,-10.45,12.15,0.00,0.68,-11.72
77525,14.59,13.84,181,2944,74.90,36.50,5.03,43,0.00,4.50,4.71,40,0.28,0.00,0,0.0,-10.16,13.54,0.00,0.70,-11.72
77602,15.04,13.76,181,2950,74.90,36.50,5.04,43,0.00,4.50,5.10,40,0.29,0.00,0,0.0,-9.87,14.18,0.00,0.70,-11.72
77680,14.70,13.76,181,2926,74.90,37.00,5.66,43,0.00,4.79,5.49,40,0.30,0.00,0,0.0,-9.87,14.42,0.00,0.72,-11.72
77758,14.24,13.76,181,2902,74.90,37.00,5.57,43,0.00,5.08,5.49,40,0.31,0.00,0,0.0,-9.58,14.84,0.00,0.72,-11.72
77836,14.36,13.76,181,2932,74.90,37.00,5.63,43,0.00,5.08,5.88,40,0.32,0.00,0,0.0,-9.58,15.03,0.00,0.74,-11.72
77914,14.47,13.84,181,2958,74.90,38.00,5.68,43,0.00,5.22,6.27,40,0.33,0.00,0,0.0,-9.43,15.70,0.00,0.74,-11.72
77992,14.47,13.76,181,2884,74.90,37.50,5.54,42,0.00,5.37,6.27,40,0.34,0.00,0,0.0,-9.29,16.46,0.00,0.76,-11.72
78069,14.36,13.76,181,2918,74.90,38.00,6.23,42,0.00,5.37,6.67,40,0.35,0.00,0,0.0,-9.14,16.66,0.00,0.76,-11.72
78145,14.59,13.76,181,2919,74.90,38.00,6.25,42,0.00,5.51,6.67,40,0.35,0.00,0,0.0,-9.14,17.08,0.00,0.76,-11.72
78223,14.47,13.76,181,2941,74.90,38.50,6.27,42,0.00,5.66,6.67,40,0.36,0.00,0,0.0,-9.00,17.22,0.00,0.76,-11.72
78302,14.59,13.76,181,2898,74.90,38.50,6.18,42,0.00,5.66,7.06,40,0.36,0.00,0,0.0,-9.00,17.44,0.00,0.78,-11.72
78380,14.47,13.76,181,2927,74.90,38.50,6.24,42,0.00,5.80,7.06,40,0.37,0.00,0,0.0,-8.85,17.82,0.00,0.78,-11.72
78456,14.59,13.76,181,2907,74.90,38.50,6.20,42,0.00,5.80,7.06,40,0.37,0.00,0,0.0,-8.85,18.13,0.00,0.78,-11.72
78534,14.59,13.76,181,2927,74.90,38.50,6.27,42,0.00,5.80,7.45,40,0.37,0.00,0,0.0,-8.71,17.90,0.00,0.78,-11.72
78612,14.59,13.76,181,2919,74.90,39.00,6.23,42,0.00,5.95,7.45,40,0.37,0.00,0,0.0,-8.71,18.28,0.00,0.78,-11.72
78690,14.59,13.76,181,2922,74.90,39.00,6.23,42,0.00,5.95,7.45,40,0.38,0.00,0,0.0,-8.71,18.43,0.00,0.78,-11.72
78767,14.70,13.76,181,2910,74.90,39.00,6.83,42,0.00,5.95,7.45,40,0.38,0.00,0,0.0,-8.71,18.59,0.00,0.78,-11.72
78844,14.59,13.76,181,2938,74.90,39.00,6.27,42,0.00,6.09,7.45,40,0.38,0.00,0,0.0,-8.56,18.59,0.00,0.80,-11.72
78922,14.47,13.76,181,2927,74.90,39.00,6.87,42,0.00,6.09,7.45,40,0.39,0.00,0,0.0,-8.56,18.81,0.00,0.80,-11.72
79000,14.59,13.76,181,2927,74.90,39.00,6.87,42,0.00,6.09,7.84,40,0.40,0.00,0,0.0,-8.56,19.04,0.00,0.80,-11.72
79078,14.59,13.76,181,2922,74.90,39.50,6.86,42,0.00,6.24,8.24,40,0.40,0.00,0,0.0,-8.42,19.42,0.00,0.80,-11.72
79155,14.59,13.76,181,2944,74.90,39.50,6.91,42,0.00,6.24,8.24,40,0.41,0.00,0,0.0,-8.42,19.90,0.00,0.82,-11.72
79234,14.47,13.76,181,2938,74.90,39.50,6.89,42,0.00,6.38,8.24,40,0.42,0.00,0,0.0,-8.27,20.43,0.00,0.82,-11.72
79311,14.59,13.76,181,2936,74.90,39.00,6.89,42,0.00,6.38,8.24,40,0.42,0.00,0,0.0,-8.13,20.34,0.00,0.82,-11.72
79389,14.59,13.68,181,2933,74.90,39.00,6.89,42,0.00,6.53,8.63,40,0.42,0.00,0,0.0,-8.13,20.51,0.00,0.82,-11.72
79467,14.59,13.76,181,2950,74.90,39.00,6.77,42,0.00,6.53,8.63,40,0.42,0.00,0,0.0,-8.13,20.43,0.00,0.82,-11.72
79543,14.59,13.68,181,2943,74.90,39.00,6.91,42,0.00,6.53,8.63,40,0.43,0.00,0,0.0,-8.13,20.61,0.00,0.82,-11.72
79622,14.70,13.76,181,2936,74.90,39.00,6.89,42,0.00,6.67,8.63,40,0.42,0.00,0,0.0,-7.98,20.68,0.00,0.82,-11.72
79699,14.70,13.68,181,2936,74.90,39.00,7.52,42,0.00,6.67,8.63,40,0.42,0.00,0,0.0,-7.98,20.68,0.00,0.82,-11.72
79777,14.59,13.68,181,2955,74.90,39.00,6.93,42,0.00,6.67,8.63,40,0.42,0.00,0,0.0,-7.98,20.68,0.00,0.82,-11.72
79854,14.70,13.76,181,2956,74.90,39.00,6.94,42,0.00,6.67,8.63,40,0.42,0.00,0,0.0,-7.98,20.68,0.00,0.82,-11.72
79933,14.70,13.68,181,2942,74.90,39.00,7.53,42,0.00,6.67,8.63,40,0.42,0.00,0,0.0,-7.98,20.93,0.00,0.82,-11.72
80010,14.70,13.76,181,2952,74.90,39.00,6.93,42,0.00,6.67,8.63,40,0.42,0.00,0,0.0,-7.98,20.78,0.00,0.82,-11.72
80087,14.70,13.68,181,2955,74.90,39.00,7.56,42,0.00,6.67,8.63,40,0.41,0.00,0,0.0,-7.98,20.51,0.00,0.82,-11.72
80165,14.70,13.76,181,2963,74.90,39.00,6.95,42,0.00,6.67,8.24,40,0.41,0.00,0,0.0,-8.13,19.99,0.00,0.82,-11.72
80243,14.81,13.76,181,2948,74.90,39.50,6.92,42,0.00,6.38,7.84,40,0.39,0.00,0,0.0,-8.27,19.49,0.00,0.80,-11.72
80320,14.70,13.76,181,2971,74.90,39.00,6.34,42,0.00,6.24,7.45,40,0.37,0.00,0,0.0,-8.42,18.51,0.00,0.78,-11.72
80398,14.59,13.76,181,2964,74.90,39.00,6.32,42,0.00,6.09,7.06,40,0.36,0.00,0,0.0,-8.56,17.90,0.00,0.78,-11.72
80476,14.59,13.76,181,2954,74.90,38.50,6.30,42,0.00,5.95,6.67,40,0.34,0.00,0,0.0,-8.85,16.73,0.00,0.76,-11.72
80554,14.70,13.76,181,2952,74.90,38.00,6.30,42,0.00,5.80,5.88,40,0.32,0.00,0,0.0,-9.00,15.98,0.00,0.74,-11.72
80631,14.81,13.76,181,2962,74.90,37.50,6.29,42,0.00,5.66,5.88,40,0.31,0.00,0,0.0,-9.14,15.16,0.00,0.74,-11.72
80709,14.70,13.76,181,2956,74.90,37.50,5.68,42,0.00,5.37,5.49,40,0.30,0.00,0,0.0,-9.29,14.90,0.00,0.72,-11.72
80786,14.81,13.76,181,2955,74.90,37.00,5.67,42,0.00,5.22,5.49,40,0.29,0.00,0,0.0,-9.43,14.78,0.00,0.72,-11.72
80865,14.81,13.76,181,2948,74.90,37.00,5.66,42,0.00,5.22,5.10,40,0.29,0.00,0,0.0,-9.58,14.25,0.00,0.72,-11.72
80941,14.81,13.76,181,2960,74.90,37.00,5.68,42,0.00,5.08,5.10,40,0.29,0.00,0,0.0,-9.58,14.18,0.00,0.72,-11.72
81020,14.70,13.84,181,2966,74.90,37.00,5.70,42,0.00,5.08,5.10,40,0.28,0.00,0,0.0,-9.58,13.95,0.00,0.70,-11.72
81097,14.59,13.84,181,2942,74.90,37.00,5.65,42,0.00,4.93,5.10,41,0.29,0.00,0,0.0,-9.72,14.30,0.00,0.70,-11.72
81174,14.70,13.76,181,2960,74.90,36.50,5.68,42,0.00,4.93,5.10,41,0.28,0.00,0,0.0,-9.72,14.18,0.00,0.70,-11.72
81252,14.59,13.84,181,2960,74.90,36.50,5.68,42,0.00,4.93,4.71,41,0.28,0.00,0,0.0,-9.72,13.95,0.00,0.70,-11.72
81330,14.59,13.76,181,2949,74.90,36.50,5.66,42,0.00,4.93,4.71,41,0.28,0.00,0,0.0,-9.87,13.66,0.00,0.70,-11.72
81407,14.59,13.76,181,2943,74.90,36.50,5.65,42,0.00,4.79,4.71,41,0.27,0.00,0,0.0,-9.87,13.54,0.00,0.70,-11.72
81485,14.59,13.76,181,2947,74.90,36.50,5.65,42,0.00,4.79,4.31,41,0.26,0.00,0,0.0,-9.87,13.01,0.00,0.68,-11.72
81563,14.59,13.84,181,2944,74.90,36.50,5.03,42,0.00,4.64,3.92,41,0.26,0.00,0,0.0,-10.01,13.01,0.00,0.68,-11.72
81640,14.59,13.84,181,2936,74.90,36.50,5.01,42,0.00,4.64,3.92,41,0.25,0.00,0,0.0,-10.01,12.59,0.00,0.68,-11.72
81718,14.59,13.76,180,2930,74.90,36.00,5.00,42,0.00,4.50,3.92,41,0.25,0.00,0,0.0,-10.16,12.26,0.00,0.66,-11.72
81796,14.59,13.76,180,2925,74.90,36.00,4.99,42,0.00,4.50,3.53,41,0.25,0.00,0,0.0,-10.16,12.15,0.00,0.66,-11.72
81873,14.47,13.76,180,2935,74.90,35.50,5.02,42,0.00,4.50,3.53,41,0.25,0.00,0,0.0,-10.30,11.99,0.00,0.66,-11.72
81950,14.47,13.76,180,2907,74.90,35.50,4.96,42,0.00,4.35,3.14,41,0.24,0.00,0,0.0,-10.30,11.71,0.00,0.66,-11.72
82029,14.47,13.84,180,2906,74.90,35.50,4.96,42,0.00,4.35,3.14,40,0.23,0.00,0,0.0,-10.30,11.56,0.00,0.64,-11.72
82107,14.47,13.76,180,2900,74.90,35.50,4.95,42,0.00,4.21,2.75,40,0.23,0.00,0,0.0,-10.45,11.19,0.00,0.64,-11.72
82183,14.47,13.84,180,2904,74.90,35.00,4.34,42,0.00,4.21,2.75,40,0.22,0.00,0,0.0,-10.59,10.78,0.00,0.62,-11.72
82261,14.47,13.76,180,2925,74.90,35.50,4.37,42,0.00,4.06,2.35,40,0.22,0.00,0,0.0,-10.59,10.49,0.00,0.62,-11.72
82338,14.59,13.76,180,2886,74.90,34.50,4.37,42,0.00,4.06,1.96,40,0.21,0.00,0,0.0,-10.74,10.43,0.00,0.62,-11.72
82416,14.70,13.76,180,2890,74.90,34.50,4.32,42,0.00,3.92,1.96,40,0.21,0.00,0,0.0,-10.74,10.17,0.00,0.60,-11.72
82494,14.70,13.76,180,2904,74.90,35.00,4.34,42,0.00,3.77,1.57,40,0.21,0.00,0,0.0,-10.88,9.88,0.00,0.60,-11.72
82571,14.70,13.76,180,2893,74.90,35.00,4.32,41,0.00,3.77,1.57,40,0.20,0.00,0,0.0,-10.88,9.79,0.00,0.60,-11.72
82649,14.70,13.76,180,2909,74.90,35.00,4.34,41,0.00,3.77,1.57,40,0.20,0.00,0,0.0,-10.88,9.65,0.00,0.60,-11.72
82727,14.70,13.76,180,2881,74.90,34.50,4.34,41,0.00,3.77,1.57,40,0.20,0.00,0,0.0,-10.88,9.75,0.00,0.60,-11.72
82804,14.59,13.76,180,2879,74.90,34.50,4.39,41,0.00,3.77,1.57,40,0.20,0.00,0,0.0,-10.88,9.70,0.00,0.60,-11.72
82883,14.47,13.68,180,2874,74.90,34.50,4.29,41,0.00,3.77,1.57,40,0.20,0.00,0,0.0,-10.88,9.65,0.00,0.60,-11.72
82960,14.59,13.76,180,2886,74.90,34.50,4.31,41,0.00,3.77,0.39,40,0.18,0.00,0,0.0,-11.03,8.44,0.00,0.56,-11.72
83037,14.81,13.76,180,2876,74.90,33.00,0.00,41,0.00,3.63,0.00,40,0.17,0.00,0,0.0,-11.17,7.82,0.00,0.54,-11.72
83115,14.47,13.76,180,2877,74.90,28.50,0.00,41,0.00,3.48,0.00,40,0.16,0.00,0,0.0,-11.17,7.89,0.00,0.54,-11.72
83193,14.81,13.84,180,2849,74.90,26.00,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.32,8.03,0.00,0.54,-11.72
83270,19.41,13.76,180,2847,74.90,24.00,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,7.82,0.00,0.54,-11.72
83347,23.08,13.76,180,2843,74.90,22.00,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,7.98,0.00,0.54,-11.72
83425,25.04,13.76,180,2830,74.90,20.00,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,7.98,0.00,0.54,-11.72
83504,25.38,13.76,180,2849,74.90,18.00,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,7.98,0.00,0.54,-11.72
83580,25.38,13.76,180,2835,74.90,17.50,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,7.89,0.00,0.54,-11.72
83658,23.89,13.76,180,2824,74.90,17.50,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,7.98,0.00,0.54,-11.72
83735,23.77,13.84,180,2816,74.90,17.50,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,7.94,0.00,0.54,-11.72
83813,23.54,13.84,180,2815,74.90,17.50,0.00,41,0.00,3.48,0.00,40,0.17,0.00,0,0.0,-11.17,8.14,0.00,0.54,-11.72
83891,23.66,13.76,180,2795,74.90,17.50,0.00,41,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.17,8.19,0.00,0.54,-11.72
83968,23.77,13.84,180,2796,74.90,17.50,0.00,41,0.00,3.48,0.39,39,0.19,0.00,0,0.0,-11.03,8.73,0.00,0.56,-11.72
84047,23.43,13.84,180,2786,74.90,17.50,0.00,41,0.00,3.63,0.78,39,0.21,0.00,0,0.0,-11.03,9.21,0.00,0.58,-11.72
84124,23.89,13.76,180,2774,74.90,20.00,4.73,41,0.00,3.92,2.75,39,0.25,0.00,0,0.0,-10.74,10.69,0.00,0.64,-11.72
84201,23.43,13.84,180,2796,74.90,23.00,4.77,41,0.00,4.21,3.92,39,0.28,0.00,0,0.0,-10.30,10.87,0.00,0.68,-11.72
84279,23.66,13.76,180,2766,74.90,27.00,5.31,41,0.00,4.35,5.10,39,0.31,0.00,0,0.0,-10.01,14.13,0.00,0.70,-11.72
84357,23.08,13.76,180,2772,74.90,32.50,5.32,41,0.00,4.64,5.88,39,0.33,0.00,0,0.0,-9.87,15.10,0.00,0.74,-11.72
84434,15.85,13.76,180,2824,74.90,37.50,5.30,41,0.00,5.08,6.27,39,0.35,0.00,0,0.0,-9.58,16.12,0.00,0.76,-11.72
84513,15.16,13.76,180,2740,74.90,38.00,5.85,41,0.00,5.37,6.67,39,0.37,0.00,0,0.0,-9.29,16.52,0.00,0.76,-11.72
84590,14.93,13.76,180,2748,74.90,38.00,5.86,41,0.00,5.37,6.67,39,0.36,0.00,0,0.0,-9.29,16.86,0.00,0.76,-11.72
84667,14.47,13.76,180,2824,74.90,38.00,6.02,41,0.00,5.66,7.06,39,0.39,0.00,0,0.0,-9.00,17.83,0.00,0.78,-11.72
84746,14.59,13.76,180,2745,74.90,39.00,6.44,41,0.00,5.66,7.45,39,0.39,0.00,0,0.0,-8.71,18.13,0.00,0.78,-11.72
84823,14.70,13.84,180,2782,74.90,39.00,6.58,41,0.00,5.95,7.45,39,0.40,0.00,0,0.0,-8.71,18.36,0.00,0.78,-11.72
84900,14.70,13.84,180,2774,74.90,39.00,6.51,41,0.00,6.09,7.45,39,0.40,0.00,0,0.0,-8.56,18.59,0.00,0.80,-11.72
84979,14.81,13.84,180,2802,74.90,39.00,6.58,41,0.00,6.09,7.45,39,0.41,0.00,0,0.0,-8.56,18.59,0.00,0.80,-11.72
85056,14.70,13.76,180,2760,74.90,39.00,6.48,41,0.00,6.09,7.84,39,0.40,0.00,0,0.0,-8.42,18.81,0.00,0.80,-11.72
85133,14.81,13.76,180,2806,74.90,39.00,6.58,41,0.00,6.24,7.84,39,0.41,0.00,0,0.0,-8.42,19.18,0.00,0.80,-11.72
85211,14.70,13.76,180,2796,74.90,39.00,6.52,41,0.00,6.24,7.84,39,0.42,0.00,0,0.0,-8.42,19.18,0.00,0.80,-11.72
85289,14.70,13.76,180,2793,74.90,39.00,6.55,41,0.00,6.24,7.84,39,0.42,0.00,0,0.0,-8.42,19.18,0.00,0.80,-11.72
85366,14.70,13.76,180,2791,74.90,39.00,6.55,41,0.00,6.24,7.84,39,0.42,0.00,0,0.0,-8.42,19.34,0.00,0.80,-11.72
85445,14.70,13.76,180,2793,74.90,39.00,7.15,41,0.00,6.24,7.84,39,0.42,0.00,0,0.0,-8.42,19.58,0.00,0.80,-11.72
85521,14.70,13.76,180,2770,74.90,39.00,7.09,41,0.00,6.24,7.84,39,0.42,0.00,0,0.0,-8.42,19.42,0.00,0.80,-11.72
85599,14.81,13.76,180,2785,74.90,39.00,7.13,41,0.00,6.24,7.84,39,0.42,0.00,0,0.0,-8.27,19.66,0.00,0.80,-11.72
85677,14.59,13.76,180,2790,74.90,39.00,6.53,41,0.00,6.38,7.84,39,0.42,0.00,0,0.0,-8.27,19.42,0.00,0.80,-11.72
85755,14.59,13.76,180,2795,74.90,39.00,7.16,41,0.00,6.38,7.84,38,0.42,0.00,0,0.0,-8.27,19.66,0.00,0.80,-11.72
85832,14.70,13.76,180,2793,74.90,39.00,7.15,41,0.00,6.38,7.84,38,0.42,0.00,0,0.0,-8.27,19.49,0.00,0.80,-11.72
85911,14.70,13.76,180,2787,74.90,39.00,7.13,41,0.00,6.38,7.84,38,0.42,0.00,0,0.0,-8.42,19.42,0.00,0.80,-11.72
85987,14.70,13.76,180,2782,74.90,39.00,6.53,41,0.00,6.24,7.45,38,0.40,0.00,0,0.0,-8.42,18.88,0.00,0.80,-11.72
86066,14.59,13.76,180,2795,74.90,39.00,6.55,41,0.00,6.24,7.45,38,0.40,0.00,0,0.0,-8.42,18.51,0.00,0.80,-11.72
86143,14.70,13.76,180,2816,74.90,39.00,6.46,41,0.00,6.09,7.45,38,0.40,0.00,0,0.0,-8.56,18.59,0.00,0.78,-11.72
86221,14.81,13.76,180,2807,74.90,39.00,6.59,41,0.00,6.09,7.45,39,0.39,0.00,0,0.0,-8.56,18.36,0.00,0.78,-11.72
86299,14.70,13.76,180,2804,74.90,39.00,6.58,41,0.00,5.95,6.67,39,0.38,0.00,0,0.0,-8.71,19.49,0.00,0.76,-11.72
86377,14.81,13.76,180,2804,74.90,38.00,5.98,41,0.00,5.95,6.67,39,0.36,0.00,0,0.0,-8.85,16.93,0.00,0.76,-11.72
86454,14.70,13.68,180,2798,74.90,38.00,5.97,40,0.00,5.80,5.10,39,0.34,0.00,0,0.0,-9.14,14.98,0.00,0.70,-11.72
86533,14.93,13.76,180,2800,74.90,36.50,5.97,40,0.00,5.08,3.92,39,0.28,0.00,0,0.0,-9.58,13.19,0.00,0.68,-11.72
86610,14.81,13.68,180,2802,74.90,35.50,5.38,40,0.00,4.93,3.92,39,0.28,0.00,0,0.0,-9.72,12.96,0.00,0.68,-11.72
86688,14.36,13.76,180,2797,74.90,35.50,4.77,40,0.00,4.64,3.92,39,0.27,0.00,0,0.0,-10.01,12.48,0.00,0.66,-11.72
86766,14.59,13.76,180,2791,74.90,35.50,4.76,40,0.00,4.50,3.53,39,0.27,0.00,0,0.0,-10.16,12.36,0.00,0.66,-11.72
86843,15.04,13.68,180,2778,74.90,35.50,4.74,40,0.00,4.50,3.92,39,0.27,0.00,0,0.0,-10.16,12.36,0.00,0.66,-11.72
86921,15.39,13.76,180,2774,74.90,35.50,4.73,40,0.00,4.50,3.53,39,0.26,0.00,0,0.0,-10.16,12.31,0.00,0.66,-11.72
86998,15.27,13.76,180,2778,74.90,35.50,4.74,40,0.00,4.50,3.92,39,0.26,0.00,0,0.0,-10.16,12.30,0.00,0.66,-11.72
87076,14.81,13.76,180,2766,74.90,35.50,4.72,40,0.00,4.35,3.53,39,0.27,0.00,0,0.0,-10.30,12.36,0.00,0.66,-11.72
87154,14.70,13.76,180,2749,74.90,35.50,5.28,40,0.00,4.50,3.92,39,0.27,0.00,0,0.0,-10.16,12.47,0.00,0.66,-11.72
87233,14.70,13.76,180,2760,74.90,35.50,4.71,40,0.00,4.50,3.53,39,0.27,0.00,0,0.0,-10.30,12.47,0.00,0.66,-11.72
87309,14.59,13.76,180,2761,74.90,35.50,4.72,40,0.00,4.35,3.53,39,0.27,0.00,0,0.0,-10.30,12.30,0.00,0.66,-11.72
87387,14.47,13.76,180,2771,74.90,35.00,4.73,40,0.00,4.35,3.14,39,0.25,0.00,0,0.0,-10.30,12.14,0.00,0.62,-11.72
87465,14.59,13.76,180,2764,74.90,33.00,0.00,40,0.00,3.92,0.00,39,0.21,0.00,0,0.0,-10.74,8.91,0.00,0.54,-11.72
87543,14.36,13.76,180,2730,74.90,30.50,0.00,40,0.00,3.63,0.00,39,0.19,0.00,0,0.0,-11.17,10.06,0.00,0.54,-11.72
87619,14.47,13.76,180,2684,74.90,28.00,0.00,40,0.00,3.48,0.00,39,0.16,0.00,0,0.0,-11.32,7.37,0.00,0.54,-11.72
87697,14.81,13.84,180,2789,74.90,26.00,0.00,40,0.00,3.34,0.00,39,0.17,0.00,0,0.0,-11.32,7.65,0.00,0.54,-11.72
87775,18.49,13.84,180,2715,74.90,21.50,0.00,40,0.00,3.34,0.00,39,0.16,0.00,0,0.0,-11.32,7.66,0.00,0.54,-11.72
87853,22.62,13.68,180,2744,74.90,19.50,0.00,40,0.00,3.34,0.00,39,0.17,0.00,0,0.0,-11.32,7.50,0.00,0.54,-11.72
87930,24.46,13.84,180,2678,74.90,17.00,0.00,40,0.00,3.48,0.00,39,0.16,0.00,0,0.0,-11.17,7.65,0.00,0.54,-11.72
88008,23.43,13.76,180,2735,74.90,17.00,0.00,40,0.00,3.48,0.00,39,0.17,0.00,0,0.0,-11.17,7.57,0.00,0.54,-11.72
88085,23.31,13.76,180,2671,74.90,16.50,0.00,40,0.00,3.48,0.00,39,0.16,0.00,0,0.0,-11.17,7.41,0.00,0.54,-11.72
88163,23.77,13.84,180,2664,74.90,16.50,0.00,40,0.00,3.48,0.00,38,0.17,0.00,0,0.0,-11.17,7.32,0.00,0.54,-11.72
88241,23.54,13.76,180,2656,74.90,16.50,0.00,40,0.00,3.48,0.00,38,0.16,0.00,0,0.0,-11.17,7.24,0.00,0.54,-11.72
88318,23.54,13.84,180,2665,74.90,16.50,0.00,40,0.00,3.34,0.00,38,0.17,0.00,0,0.0,-11.32,7.29,0.00,0.54,-11.72
88396,23.66,13.76,180,2626,74.90,16.50,0.00,40,0.00,3.34,0.00,38,0.16,0.00,0,0.0,-11.32,7.06,0.00,0.54,-11.72
88473,23.66,13.76,180,2634,74.90,16.50,0.00,40,0.00,3.34,0.00,38,0.16,0.00,0,0.0,-11.32,7.06,0.00,0.54,-11.72
88550,23.77,13.84,180,2595,74.90,16.50,0.00,40,0.00,3.34,0.00,38,0.16,0.00,0,0.0,-11.32,6.99,0.00,0.54,-11.72
88628,24.00,13.76,180,2581,74.90,16.50,0.00,40,0.00,3.34,0.00,37,0.16,0.00,0,0.0,-11.32,6.95,0.00,0.54,-11.72
88706,23.43,13.84,180,2578,74.90,16.50,0.00,40,0.00,3.34,0.00,37,0.16,0.00,0,0.0,-11.32,6.99,0.00,0.54,-11.72
88783,23.66,13.84,180,2574,74.90,16.50,0.00,40,0.00,3.34,0.00,37,0.16,0.00,0,0.0,-11.32,6.92,0.00,0.54,-11.72
88861,23.77,13.76,180,2546,74.90,16.00,0.00,40,0.00,3.34,0.00,37,0.16,0.00,0,0.0,-11.32,6.81,0.00,0.54,-11.72
88939,23.66,13.76,180,2526,74.90,16.00,0.00,40,0.00,3.34,0.00,37,0.16,0.00,0,0.0,-11.32,6.81,0.00,0.54,-11.72
89017,23.66,13.84,180,2502,74.90,16.00,0.00,40,0.00,3.34,0.00,37,0.16,0.00,0,0.0,-11.32,6.73,0.00,0.54,-11.72
89094,23.66,13.76,180,2493,74.90,15.50,0.00,40,0.00,3.34,0.00,36,0.16,0.00,0,0.0,-11.32,6.62,0.00,0.54,-11.72
89172,24.00,13.84,180,2465,74.90,15.50,0.00,40,0.00,3.34,0.00,36,0.16,0.00,0,0.0,-11.32,6.70,0.00,0.54,-11.72
89250,23.31,13.84,180,2476,74.90,15.50,0.00,40,0.00,3.34,0.00,36,0.16,0.00,0,0.0,-11.32,6.51,0.00,0.54,-11.72
89327,23.31,13.76,180,2441,74.90,15.50,0.00,40,0.00,3.34,0.00,36,0.16,0.00,0,0.0,-11.32,6.44,0.00,0.54,-11.72
89405,23.54,13.76,180,2430,74.90,15.50,0.00,40,0.00,3.34,0.00,36,0.16,0.00,0,0.0,-11.32,6.37,0.00,0.54,-11.72
89482,23.66,13.76,180,2413,74.90,15.50,0.00,40,0.00,3.34,0.00,36,0.15,0.00,0,0.0,-11.32,6.29,0.00,0.54,-11.72
89561,23.43,13.76,180,2415,74.90,15.50,0.00,40,0.00,3.34,0.00,35,0.16,0.00,0,0.0,-11.32,6.22,0.00,0.54,-11.72
89638,23.66,13.84,180,2388,74.90,15.50,0.00,40,0.00,3.34,0.00,35,0.15,0.00,0,0.0,-11.32,6.04,0.00,0.54,-11.72
